Cluster,quarter,FCG<=2,tot_meb,fatalities,r3s,ramadan_days
Al Mahabishah,2024Q3,0.587628866,1.17297753,0,1.595,0
Al Mahabishah,2024Q4,0.635416667,1.207747702,,1.3,0
Al Mahabishah,2025Q1,0.697916667,1.167363437,,0.306,30
Al Mahabishah,2025Q2,0.670103093,1.160926129,0,-0.933,0
Al Mahabishah,2025Q3,0.587628866,1.153068635,,1.934,0
Al Mahabishah,2025Q4,0.635416667,1.234795967,,-0.429,0
Al Maharah-Cluster33,2023Q4,0.495049505,1.652740795,,2.768666667,
Al Maharah-Cluster33,2024Q1,0.444444444,1.380539118,1,0.211666667,22
Al Maharah-Cluster33,2024Q2,0.511363636,1.211826181,,0.875333333,10
Al Maharah-Cluster33,2024Q3,0.558441558,1.236892457,,2.066333333,0
Al Maharah-Cluster33,2024Q4,0.44,1.034355107,,-0.058666667,0
Al Maharah-Cluster33,2025Q1,0.53164557,0.910967357,,-0.586666667,30
Al Maharah-Cluster33,2025Q2,0.571428571,1.046674266,,-1.324333333,0
Al Maharah-Cluster33,2025Q3,0.606382979,0.966118639,,1.002333333,0
Al Maharah-Cluster33,2025Q4,0.637362637,1.359610542,,0.140333333,0
Al Maharah-Cluster34,2023Q4,0.335180055,0.967051185,,3.5365,
Al Maharah-Cluster34,2024Q1,0.321428571,0.818019808,,0.4775,22
Al Maharah-Cluster34,2024Q2,0.358333333,0.863211764,1,1.079,10
Al Maharah-Cluster34,2024Q3,0.458762887,1.072305432,,1.793,0
Al Maharah-Cluster34,2024Q4,0.464285714,0.895891008,,-0.219,0
Al Maharah-Cluster34,2025Q1,0.489795918,0.803111364,0,-0.489,30
Al Maharah-Cluster34,2025Q2,0.612903226,0.830269856,,-0.909,0
Al Maharah-Cluster34,2025Q3,0.497297297,1.024814401,3,1.5215,0
Al Maharah-Cluster34,2025Q4,0.5,1.265756887,0,-0.44,0
Al Maharah-Cluster35,2023Q4,0.357142857,1.472464906,,1.464333333,
Al Maharah-Cluster35,2024Q1,0.454545455,1.372620791,,0.273333333,22
Al Maharah-Cluster35,2024Q2,0.43697479,1.323607271,,0.375666667,10
Al Maharah-Cluster35,2024Q3,0.504201681,1.538093327,,1.920666667,0
Al Maharah-Cluster35,2024Q4,0.540816327,1.226119663,,0.082666667,0
Al Maharah-Cluster35,2025Q1,0.539823009,1.084110044,,-0.720333333,30
Al Maharah-Cluster35,2025Q2,0.563492063,1.07457276,,-1.221666667,0
Al Maharah-Cluster35,2025Q3,0.603448276,1.255824713,,1.655,0
Al Maharah-Cluster35,2025Q4,0.472527473,1.486129458,,-0.141333333,0
Al Mahfad,2025Q4,0.714285714,1.053674796,12,-0.303,0
Al Mahwait,2023Q4,0.344262295,1.001350313,,1.281,
Al Mahwait,2024Q1,0.454545455,1.020915349,,0.369,22
Al Mahwait City,2023Q4,0.4,1.011936681,,,
Al Mahwait City,2024Q1,0.367346939,1.018132275,,,22
Al Mahwit,2024Q2,0.382022472,1.047135747,,-0.338,10
Al Mahwit,2024Q3,0.463917526,1.0702168,,1.159,0
Al Mahwit,2024Q4,0.364583333,1.127734519,,1.221,0
Al Mahwit,2025Q1,0.432692308,1.16388995,,0.484,30
Al Mahwit,2025Q2,0.510416667,1.096933625,,-1.048,0
Al Mahwit,2025Q3,0.47311828,1.173922384,,1.489,0
Al Mahwit,2025Q4,0.406593407,1.234795967,,-0.3,0
Al Mahwit City,2024Q2,0.494117647,1.035333002,0,,10
Al Mahwit City,2024Q3,0.35106383,1.062886677,,,0
Al Mahwit City,2024Q4,0.365591398,1.11730772,,,0
Al Mahwit City,2025Q1,0.376344086,1.174929504,,,30
Al Mahwit City,2025Q2,0.456521739,1.096933625,0,,0
Al Mahwit City,2025Q3,0.408602151,1.173922384,,,0
Al Mahwit City,2025Q4,0.355555556,1.234795967,,,0
Al Makha,2025Q4,0.56043956,1.053674796,0,-0.145,0
Al Makhadir,2023Q4,0.622222222,1.262508625,6,1.552,
Al Makhadir,2024Q1,0.6,1.193952812,1,-0.16,22
Al Makhadir,2024Q2,0.585106383,1.17660849,,0.897,10
Al Makhadir,2024Q3,0.75,1.136560562,0,1.704,0
Al Makhadir,2024Q4,0.72815534,1.09908526,2,0.78,0
Al Makhadir,2025Q1,0.744897959,1.006386204,5,-0.805,30
Al Makhadir,2025Q2,0.802083333,1.022427516,0,-0.935,0
Al Makhadir,2025Q3,0.726315789,1.108782212,2,1.172,0
Al Makhadir,2025Q4,0.582417582,1.095245822,0,-0.684,0
Al Malagim,2023Q4,0.538461538,1.576197038,2,0.351,
Al Malagim,2024Q1,0.777777778,1.506659077,,-0.265,22
Al Malah,2024Q2,0.702970297,0.791347612,,1.235,10
Al Malah,2024Q3,0.722222222,0.788507878,,1.656,0
Al Malah,2024Q4,0.791666667,0.716043493,,0.235,0
Al Malah,2025Q1,0.811111111,0.684042739,,-1.147,30
Al Malah,2025Q2,0.791666667,0.650640145,1,-1.044,0
Al Malah,2025Q3,0.82,0.748137043,,1.965,0
Al Malah,2025Q4,0.755555556,0.838816782,,-0.65,0
Al Malajim,2024Q2,0.673913043,1.507723509,0,1.225,10
Al Malajim,2024Q3,0.816326531,1.491040562,,1.986,0
Al Malajim,2024Q4,0.86,1.547895694,2,2.527,0
Al Malajim,2025Q1,0.804123711,1.610671767,,-0.908,30
Al Malajim,2025Q2,0.720430108,1.61440967,,-1.24,0
Al Malajim,2025Q3,0.739130435,1.723269505,,0.76,0
Al Malajim,2025Q4,0.833333333,2.47385358,3,-0.521,0
Al Manar,2023Q4,0.628571429,1.156397895,,1.464,
Al Manar,2024Q1,0.405405405,1.162363568,,-0.466,22
Al Manar,2024Q2,0.591836735,1.150078472,,0.431,10
Al Manar,2024Q3,0.591836735,1.140624951,0,1.274,0
Al Manar,2024Q4,0.597938144,1.154466633,,1.51,0
Al Manar,2025Q1,0.559139785,1.161934499,,-0.38,30
Al Manar,2025Q2,0.625,1.154629246,,-1.089,0
Al Manar,2025Q3,0.5,1.205202215,,0.716,0
Al Manar,2025Q4,0.543478261,1.234795967,,-0.65,0
Al Mansura,2023Q4,0.346938776,0.703249717,2,,
Al Mansura,2024Q1,0.404255319,0.669883597,0,,22
Al Mansurah,2024Q2,0.454545455,0.628735774,0,,10
Al Mansurah,2024Q3,0.631578947,0.555120625,0,,0
Al Mansurah,2024Q4,0.511278195,0.536349684,0,,0
Al Mansurah,2025Q1,0.576923077,0.552862229,0,,30
Al Mansurah,2025Q2,0.614814815,0.640712035,1,,0
Al Mansurah,2025Q3,0.625,0.713039308,0,,0
Al Mansurah,2025Q4,0.594594595,0.689532188,0,,0
Al Mansuriyah,2023Q4,0.4,1.026979758,,1.496,
Al Mansuriyah,2024Q1,0.384615385,1.016856133,,0.942,22
Al Mansuriyah,2024Q2,0.536842105,1.056931718,,0.504,10
Al Mansuriyah,2024Q3,0.645833333,1.092756147,,0.824,0
Al Mansuriyah,2024Q4,0.696969697,1.12200308,,1.898,0
Al Mansuriyah,2025Q1,0.616161616,1.120113309,,0.1,30
Al Mansuriyah,2025Q2,0.65625,1.186534834,4,-0.635,0
Al Mansuriyah,2025Q3,0.697916667,0.994579743,,0.838,0
Al Mansuriyah,2025Q4,0.569892473,1.234795967,,0.311,0
Al Maqatirah,2023Q4,0.636363636,0.780325964,0,-0.241,
Al Maqatirah,2024Q1,0.715736041,0.842134752,,-0.005,22
Al Maqatirah,2024Q2,0.75,0.791347612,,1.322,10
Al Maqatirah,2024Q3,0.721649485,0.788507878,,1.688,0
Al Maqatirah,2024Q4,0.776699029,0.716043493,,0.745,0
Al Maqatirah,2025Q1,0.722772277,0.684042739,1,-1.063,30
Al Maqatirah,2025Q2,0.760416667,0.650640145,,-1.206,0
Al Maqatirah,2025Q3,0.75,0.748137043,1,2.033,0
Al Maqatirah,2025Q4,0.766666667,0.838816782,7,-0.641,0
Al Marawi'ah,2023Q4,0.306122449,0.981354269,,1.74,
Al Marawi'ah,2024Q1,0.357142857,0.979911808,,0.457,22
Al Marawi'ah,2024Q2,0.510204082,1.200796892,2,0.661,10
Al Marawi'ah,2024Q3,0.608247423,1.326142693,0,0.749,0
Al Marawi'ah,2024Q4,0.591836735,1.242563321,,1.691,0
Al Marawi'ah,2025Q1,0.595959596,1.291258688,,-0.253,30
Al Marawi'ah,2025Q2,0.729166667,1.434419446,0,-0.521,0
Al Marawi'ah,2025Q3,0.659793814,0.994579743,1,1.048,0
Al Marawi'ah,2025Q4,0.638297872,1.234795967,,0.448,0
Al Mashannah,2025Q4,0.577777778,0.953662675,1,,0
Al Maslub,2023Q4,0.777777778,1.122622723,,1.848,
Al Maslub,2024Q1,0.696969697,1.138800961,1,0.158,22
Al Maslub,2024Q2,0.698924731,1.16141129,0,-0.395,10
Al Maslub,2024Q3,0.770833333,1.167453316,0,1.536,0
Al Maslub,2024Q4,0.873684211,1.180778345,0,1.758,0
Al Maslub,2025Q1,0.759493671,1.129769223,,-0.679,30
Al Maslub,2025Q2,0.78021978,1.096933625,,-1.535,0
Al Maslub,2025Q3,0.8,1.173922384,,1.174,0
Al Maslub,2025Q4,0.76119403,1.234795967,2,-0.014,0
Al Matammah,2023Q4,0.363636364,1.122622723,,1.703,
Al Matammah,2024Q1,0.75,1.138800961,,0.23,22
Al Matammah,2024Q2,0.673267327,1.16141129,1,-0.495,10
Al Matammah,2024Q3,0.659340659,1.167453316,,1.679,0
Al Matammah,2024Q4,0.697368421,1.180778345,0,1.797,0
Al Matammah,2025Q1,0.726190476,1.129769223,3,-0.532,30
Al Matammah,2025Q2,0.729166667,1.096933625,,-1.525,0
Al Matammah,2025Q3,0.642105263,1.173922384,,1.35,0
Al Matammah,2025Q4,0.72826087,1.234795967,,0.08,0
Al Maton,2023Q4,0.602040816,1.122622723,,1.804,
Al Maton,2024Q1,0.619402985,1.138800961,1,0.185,22
Al Mawasit,2023Q4,0.641025641,0.864107428,0,0.147,
Al Mawasit,2024Q1,0.711111111,0.860485516,0,-0.135,22
Al Mawasit,2024Q2,0.64,0.860652383,,1.786,10
Al Mawasit,2024Q3,0.588235294,0.799139316,,1.426,0
Al Mawasit,2024Q4,0.804878049,0.745477211,,0.832,0
Al Mawasit,2025Q1,0.711111111,0.693493855,,-0.919,30
Al Mawasit,2025Q2,0.760416667,0.656054021,,-0.902,0
Al Mawasit,2025Q3,0.786666667,0.685216903,2,1.931,0
Al Mawasit,2025Q4,0.549450549,0.701539945,0,-0.559,0
Al Miftah,2023Q4,0.526315789,1.120629222,,1.679,
Al Miftah,2024Q1,0.6,1.128366965,,-0.402,22
Al Miftah,2024Q2,0.590909091,1.154723506,,-0.499,10
Al Miftah,2024Q3,0.677083333,1.170092437,,1.517,0
Al Miftah,2024Q4,0.68,1.182163517,,1.102,0
Al Miftah,2025Q1,0.6,1.134201207,,0.079,30
Al Miftah,2025Q2,0.78125,1.129657011,,-1.017,0
Al Miftah,2025Q3,0.722222222,1.135479122,,1.917,0
Al Miftah,2025Q4,0.611111111,1.234795967,,-0.265,0
Al Mighlaf,2023Q4,0.533333333,1.026979758,,2.143,
Al Mighlaf,2024Q1,0.5,1.016856133,,0.852,22
Al Mighlaf,2024Q2,0.577319588,1.056931718,,0.457,10
Al Mighlaf,2024Q3,0.693069307,1.092756147,,1.015,0
Al Mighlaf,2024Q4,0.618556701,1.12200308,,1.116,0
Al Mighlaf,2025Q1,0.684782609,1.120113309,,0.972,30
Al Mighlaf,2025Q2,0.694736842,1.186534834,,-0.865,0
Al Mighlaf,2025Q3,0.681318681,0.994579743,,1.207,0
Al Mighlaf,2025Q4,0.735849057,1.234795967,,0.194,0
Al Milah,2023Q4,0.5,0.780325964,,-0.218,
Al Milah,2024Q1,1,0.842134752,1,-0.656,22
Al Mina,2023Q4,0.357142857,1.026979758,,,
Al Mina,2024Q1,0.5,1.016856133,0,,22
Al Mina,2024Q2,0.351648352,1.056931718,,,10
Al Mina,2024Q3,0.428571429,1.092756147,,,0
Al Mina,2024Q4,0.589473684,1.12200308,0,,0
Al Mina,2025Q1,0.525252525,1.120113309,12,,30
Al Mina,2025Q2,0.494623656,1.186534834,1,,0
Al Mina,2025Q3,0.531914894,0.994579743,0,,0
Al Mina,2025Q4,0.511111111,1.234795967,,,0
Al Misrakh,2023Q4,0.695652174,0.864107428,,0.715,
Al Misrakh,2024Q1,0.666666667,0.860485516,4,0.393,22
Al Misrakh,2024Q2,0.580645161,0.860652383,0,1.913,10
Al Misrakh,2024Q3,0.590361446,0.799139316,2,1.142,0
Al Misrakh,2024Q4,0.75,0.745477211,0,0.774,0
Al Misrakh,2025Q1,0.698924731,0.693493855,6,-0.493,30
Al Misrakh,2025Q2,0.795698925,0.656054021,,-0.935,0
Al Misrakh,2025Q3,0.782608696,0.685216903,,1.586,0
Al Misrakh,2025Q4,0.595744681,0.701539945,0,-0.486,0
Al Mu'alla,2025Q4,0.563829787,1.920283411,0,,0
Al Mudhaffar,2025Q2,0.583333333,0.756751594,1,,0
Al Mudhaffar,2025Q3,0.646464646,0.885678221,2,,0
Al Mudhaffar,2025Q4,0.431578947,1.053674796,6,,0
Al Mukalla,2023Q4,0.354166667,0.509291564,,0.252,
Al Mukalla,2024Q1,0.359649123,0.510204082,,0.598,22
Al Mukalla,2024Q2,0.510204082,0.54109843,,-0.349,10
Al Mukalla,2024Q3,0.517647059,0.518326294,,1.377,0
Al Mukalla,2024Q4,0.583333333,0.522516422,,1.552,0
Al Mukalla,2025Q1,0.65625,0.510585354,,-1.1,30
Al Mukalla,2025Q2,0.634408602,0.482223489,,-1.488,0
Al Mukalla,2025Q3,0.716216216,0.567578375,,0.398,0
Al Mukalla,2025Q4,0.622222222,0.61876125,,-0.259,0
Al Mukalla City,2023Q4,1,0.547298279,0,0.347,
Al Mukalla City,2024Q1,1,0.530858838,,-0.043,22
Al Mukalla City,2024Q2,0.554347826,0.528592469,1,0.287,10
Al Mukalla City,2024Q3,0.489130435,0.498485402,0,2.134,0
Al Mukalla City,2024Q4,0.52173913,0.354757411,1,0.392,0
Al Mukalla City,2025Q1,0.645833333,0.439029605,0,-0.595,30
Al Mukalla City,2025Q2,0.760416667,0.482864141,,-0.699,0
Al Mukalla City,2025Q3,0.705263158,0.648087732,0,0.76,0
Al Mukalla City,2025Q4,0.7,0.56282583,1,-0.006,0
Al Munirah,2023Q4,0.181818182,1.026979758,,2.457,
Al Munirah,2024Q1,0.538461538,1.016856133,0,0.327,22
Al Munirah,2024Q2,0.626262626,1.056931718,,0.189,10
Al Munirah,2024Q3,0.645833333,1.092756147,,1.207,0
Al Munirah,2024Q4,0.618556701,1.12200308,,1.09,0
Al Munirah,2025Q1,0.585858586,1.120113309,,0.519,30
Al Munirah,2025Q2,0.64516129,1.186534834,3,-0.774,0
Al Munirah,2025Q3,0.580645161,0.994579743,,1.363,0
Al Munirah,2025Q4,0.565217391,1.234795967,,0.271,0
Al Musaymir,2023Q4,0.580645161,0.780325964,16,-0.359,
Al Musaymir,2024Q1,0.730769231,0.842134752,26,-0.228,22
Al Musaymir,2024Q2,0.752688172,0.791347612,18,1.389,10
Al Musaymir,2024Q3,0.744680851,0.788507878,110,1.789,0
Al Musaymir,2024Q4,0.867647059,0.716043493,89,0.852,0
Al Musaymir,2025Q1,0.760869565,0.684042739,37,-0.983,30
Al Musaymir,2025Q2,0.774193548,0.650640145,13,-1.081,0
Al Musaymir,2025Q3,0.822222222,0.748137043,21,1.513,0
Al Musaymir,2025Q4,0.791208791,0.838816782,4,-0.556,0
Al Mutun,2024Q2,0.666666667,1.16141129,2,-0.55,10
Al Mutun,2024Q3,0.760416667,1.167453316,2,1.568,0
Al Mutun,2024Q4,0.724489796,1.180778345,,1.872,0
Al Mutun,2025Q1,0.704545455,1.129769223,1,-0.378,30
Al Mutun,2025Q2,0.760416667,1.096933625,5,-1.583,0
Al Mutun,2025Q3,0.770833333,1.173922384,6,1.365,0
Al Mutun,2025Q4,0.7,1.234795967,0,0.118,0
Al Odayn,2024Q2,0.524390244,1.077683616,,1.446,10
Al Odayn,2024Q3,0.677083333,1.080381534,0,1.317,0
Al Odayn,2024Q4,0.628865979,1.060938336,0,0.956,0
Al Odayn,2025Q1,0.669902913,1.072148491,1,-0.456,30
Al Odayn,2025Q2,0.729166667,1.061397779,0,-0.941,0
Al Odayn,2025Q3,0.705263158,1.07393639,0,1.516,0
Al Odayn,2025Q4,0.673913043,1.086956522,,-0.632,0
Al Qabbaytah,2023Q4,0.682926829,0.780325964,10,-0.25,
Al Qabbaytah,2024Q1,0.778571429,0.842134752,52,-0.155,22
Al Qaflah,2023Q4,0.580645161,0.990820527,,1.363,
Al Qaflah,2024Q1,0.71875,0.990820527,,0.111,22
Al Qafr,2023Q4,0.818181818,2.576034569,3,1.349,
Al Qafr,2024Q1,0.6875,2.696408874,,-0.044,22
Al Qafr,2024Q2,0.717948718,2.978212441,,0.773,10
Al Qafr,2024Q3,0.697916667,1.908996544,4,1.41,0
Al Qafr,2024Q4,0.765306122,1.980679326,,1.081,0
Al Qafr,2025Q1,0.721649485,1.195077954,,-0.578,30
Al Qafr,2025Q2,0.78125,1.230100361,,-0.997,0
Al Qafr,2025Q3,0.690721649,1.309625213,0,0.951,0
Al Qafr,2025Q4,0.659340659,1.126690035,1,-0.993,0
Al Qahirah,2025Q2,0.5625,0.528870672,1,-0.945,0
Al Qahirah,2025Q3,0.5,0.812932552,3,1.554,0
Al Qahirah,2025Q4,0.445544554,0.803742177,1,-0.543,0
Al Qanawis,2023Q4,0,1.026979758,,2.471,
Al Qanawis,2024Q1,0.5,1.016856133,,0.675,22
Al Qanawis,2024Q2,0.632653061,1.056931718,,-0.19,10
Al Qanawis,2024Q3,0.613207547,1.092756147,,1.197,0
Al Qanawis,2024Q4,0.71,1.12200308,,1.147,0
Al Qanawis,2025Q1,0.610526316,1.120113309,,1.173,30
Al Qanawis,2025Q2,0.625,1.186534834,,-0.686,0
Al Qanawis,2025Q3,0.630434783,0.994579743,,1.481,0
Al Qanawis,2025Q4,0.626373626,1.234795967,,0.275,0
Al Qatn,2023Q4,0.2,0.467126711,0,0.254,
Al Qatn,2024Q1,0.125,0.456088934,,0.013,22
Al Qatn,2024Q2,0.673076923,0.450547779,2,1.386,10
Al Qatn,2024Q3,0.702970297,0.421586116,,1.463,0
Al Qatn,2024Q4,0.66,0.481497016,0,-0.9,0
Al Qatn,2025Q1,0.598039216,0.454827279,,-0.865,30
Al Qatn,2025Q2,0.563829787,0.422844011,0,-1.78,0
Al Qatn,2025Q3,0.637362637,0.598319509,,0.62,0
Al Qatn,2025Q4,0.6875,0.712877561,0,0.525,0
Al Qubaytah,2024Q2,0.720430108,0.791347612,227,1.506,10
Al Qubaytah,2024Q3,0.875,0.788507878,46,1.674,0
Al Qubaytah,2024Q4,0.8375,0.716043493,49,0.778,0
Al Qubaytah,2025Q1,0.843137255,0.684042739,47,-0.918,30
Al Qubaytah,2025Q2,0.833333333,0.650640145,30,-1.187,0
Al Qubaytah,2025Q3,0.765432099,0.748137043,14,1.661,0
Al Qubaytah,2025Q4,0.793478261,0.838816782,19,-0.721,0
Al Quraishyah,2023Q4,0.4,1.576197038,2,0.346,
Al Quraishyah,2024Q1,0.633333333,1.506659077,10,-0.083,22
Al Quraishyah,2024Q2,0.722772277,1.507723509,0,0.577,10
Al Quraishyah,2024Q3,0.709677419,1.491040562,,1.513,0
Al Quraishyah,2024Q4,0.765957447,1.547895694,,2.165,0
Al Quraishyah,2025Q1,0.688172043,1.610671767,52,-0.989,30
Al Quraishyah,2025Q2,0.774193548,1.61440967,,-1.395,0
Al Quraishyah,2025Q3,0.784946237,1.723269505,,0.869,0
Al Quraishyah,2025Q4,0.802197802,2.47385358,0,-0.34,0
Al Udayn,2023Q4,0.391304348,0.926943147,2,1.418,
Al Udayn,2024Q1,0.518072289,0.993442063,2,0.364,22
Al Wade'a,2023Q4,0.612903226,1.093098497,,0.946,
Al Wade'a,2024Q1,0.711538462,1.109737096,,-0.853,22
Al Wadi',2024Q2,0.760869565,1.116843126,,1.987,10
Al Wadi',2024Q3,0.768292683,0.897963053,0,1.583,0
Al Wadi',2024Q4,0.761363636,0.833475804,0,1.13,0
Al Wadi',2025Q1,0.72,0.775439996,2,-1.21,30
Al Wadi',2025Q2,0.838709677,0.747136606,,-1.78,0
Al Wadi',2025Q3,0.777777778,0.798420255,,0.946,0
Al Wadi',2025Q4,0.71875,0.483710724,2,-0.758,0
Al Wehdah,2025Q2,0.520833333,1.096933625,5,,0
Al Wehdah,2025Q3,0.47826087,1.173922384,5,,0
Al Wehdah,2025Q4,0.626373626,1.234795967,0,,0
Alluhayah,2024Q2,0.463917526,1.056931718,0,-0.118,10
Alluhayah,2024Q3,0.577319588,1.092756147,0,1.349,0
Alluhayah,2024Q4,0.670103093,1.12200308,1,1.356,0
Alluhayah,2025Q1,0.625,1.120113309,1,1.079,30
Alluhayah,2025Q2,0.638297872,1.186534834,,-0.696,0
Alluhayah,2025Q3,0.625,0.994579743,,1.44,0
Alluhayah,2025Q4,0.722222222,1.234795967,,0.278,0
Alluheyah,2023Q4,0.523809524,1.026979758,,2.062,
Alluheyah,2024Q1,0.454545455,1.016856133,0,0.068,22
Amd,2025Q4,0.670212766,1.053674796,,0.235,0
Amran,2023Q4,0.476190476,0.946346791,0,0.763,
Amran,2024Q1,0.541176471,0.950594043,,-0.603,22
Amran,2024Q2,0.558139535,1.21414658,0,-0.623,10
Amran,2024Q3,0.616161616,1.360544218,1,1.561,0
Amran,2024Q4,0.55,1.360544218,1,1.347,0
Amran,2025Q1,0.65,1.129769223,0,-0.502,30
Amran,2025Q2,0.604166667,1.096933625,3,-1.431,0
Amran,2025Q3,0.632653061,1.173922384,0,1.632,0
Amran,2025Q4,0.585106383,1.234795967,0,-0.776,0
An Nadirah,2023Q4,0.727272727,1.237123961,1,0.602,
An Nadirah,2024Q1,0.511111111,1.256006813,,-0.234,22
An Nadirah,2024Q2,0.630136986,1.263354611,0,1.046,10
An Nadirah,2024Q3,0.73,1.176970054,0,1.987,0
An Nadirah,2024Q4,0.676767677,1.199445319,,1.813,0
An Nadirah,2025Q1,0.628865979,1.08521203,1,-0.958,30
An Nadirah,2025Q2,0.71875,1.085900018,,-1.219,0
An Nadirah,2025Q3,0.690721649,1.127878117,0,0.941,0
An Nadirah,2025Q4,0.711340206,1.080411273,,-0.188,0
Ans,2024Q2,0.672268908,1.150078472,,0.612,10
Ans,2024Q3,0.693877551,1.140624951,,1.363,0
Ans,2024Q4,0.714285714,1.154466633,,1.527,0
Ans,2025Q1,0.742574257,1.161934499,0,-0.813,30
Ans,2025Q2,0.6875,1.154629246,1,-1.129,0
Ans,2025Q3,0.717391304,1.205202215,,0.922,0
Ans,2025Q4,0.717391304,1.234795967,,-0.636,0
Anss,2023Q4,0.534482759,1.156397895,,0.924,
Anss,2024Q1,0.568965517,1.162363568,,-0.423,22
Ar Radmah,2023Q4,0.5,1.237123961,,0.504,
Ar Radmah,2024Q1,0.565217391,1.256006813,,-0.198,22
Ar Radmah,2024Q2,0.615384615,1.263354611,,0.807,10
Ar Radmah,2024Q3,0.762376238,1.176970054,2,1.872,0
Ar Radmah,2024Q4,0.6,1.199445319,,1.901,0
Ar Radmah,2025Q1,0.701030928,1.08521203,1,-1.053,30
Ar Radmah,2025Q2,0.760416667,1.085900018,,-1.302,0
Ar Radmah,2025Q3,0.704081633,1.127878117,,0.913,0
Ar Radmah,2025Q4,0.649484536,1.080411273,,-0.437,0
Ar Rawdah,2023Q4,0.594594595,0.807642028,1,0.274,
Ar Rawdah,2024Q1,0.576923077,0.762830211,0,-0.26,22
Ar Rawdah,2024Q2,0.626506024,0.741032087,,-0.174,10
Ar Rawdah,2024Q3,0.794871795,0.677007205,,1.112,0
Ar Rawdah,2024Q4,0.653846154,0.646142518,,0.785,0
Ar Rawdah,2025Q1,0.538461538,0.628224583,,-0.968,30
Ar Rawdah,2025Q2,0.722891566,0.626608879,,-1.854,0
Ar Rawdah,2025Q3,0.582278481,0.737104012,,0.702,0
Ar Rawdah,2025Q4,0.571428571,0.844473259,,-0.16,0
Ar Raydah Wa Qusayar,2023Q4,0.323529412,0.547298279,,0.849,
Ar Raydah Wa Qusayar,2024Q1,0.397260274,0.530858838,,0.543,22
Ar Raydah wa Qussay'ar,2024Q2,0.531914894,0.528592469,,0.022,10
Ar Raydah wa Qussay'ar,2024Q3,0.5,0.498485402,,1.705,0
Ar Raydah wa Qussay'ar,2024Q4,0.711111111,0.498376723,,-0.4,0
Ar Raydah wa Qussay'ar,2025Q1,0.652173913,0.510666955,,-1.069,30
Ar Raydah wa Qussay'ar,2025Q2,0.604166667,0.486644666,,-0.831,0
Ar Raydah wa Qussay'ar,2025Q3,0.628205128,0.604958937,,0.828,0
Ar Raydah wa Qussay'ar,2025Q4,0.554347826,0.701494931,,0.095,0
Ar Rujum,2023Q4,0.4,1.096727796,,1.046,
Ar Rujum,2024Q1,0.54,1.098149348,,0.126,22
Ar Rujum,2024Q2,0.31884058,1.129406537,,-0.517,10
Ar Rujum,2024Q3,0.479591837,1.145582933,,1.282,0
Ar Rujum,2024Q4,0.397959184,1.164362981,1,1.23,0
Ar Rujum,2025Q1,0.432989691,1.230757209,,0.161,30
Ar Rujum,2025Q2,0.452631579,1.096933625,,-1.219,0
Ar Rujum,2025Q3,0.510416667,1.173922384,,1.525,0
Ar Rujum,2025Q4,0.522222222,1.234795967,,-0.608,0
Ar Ryashyyah,2023Q4,0.732394366,1.576197038,,0.115,
Ar Ryashyyah,2024Q1,0.666666667,1.506659077,20,-0.209,22
Ar Ryashyyah,2024Q2,0.72826087,1.507723509,0,1.028,10
Ar Ryashyyah,2024Q3,0.846938776,1.491040562,,1.917,0
Ar Ryashyyah,2024Q4,0.816326531,1.547895694,,2.352,0
Ar Ryashyyah,2025Q1,0.816326531,1.610671767,,-1.077,30
Ar Ryashyyah,2025Q2,0.75,1.61440967,,-1.285,0
Ar Ryashyyah,2025Q3,0.831578947,1.723269505,0,1.013,0
Ar Ryashyyah,2025Q4,0.795698925,2.47385358,,-0.448,0
Arhab,2025Q4,0.442105263,1.234795967,2,-0.148,0
Arma,2023Q4,1,0.807642028,0,0.141,
Arma,2024Q1,0.5,0.762830211,0,-0.054,22
Arma'a,2024Q2,0.75,0.741032087,,1.099,10
Arma'a,2024Q3,0.6625,0.677007205,,1.188,0
Arma'a,2024Q4,0.686046512,0.646142518,,1.796,0
Arma'a,2025Q1,0.755555556,0.628224583,,-1.292,30
Arma'a,2025Q2,0.831460674,0.626608879,,-1.682,0
Arma'a,2025Q3,0.810126582,0.737104012,0,1.359,0
Arma'a,2025Q4,0.719101124,0.844473259,0,0.301,0
As Sa'id,2024Q2,0.808080808,0.741032087,3,0.134,10
As Sa'id,2024Q3,0.797979798,0.677007205,18,1.585,0
As Sa'id,2024Q4,0.762886598,0.646142518,12,1.14,0
As Sa'id,2025Q1,0.714285714,0.628224583,1,-0.658,30
As Sa'id,2025Q2,0.865979381,0.626608879,1,-1.706,0
As Sa'id,2025Q3,0.769230769,0.737104012,4,1.007,0
As Sa'id,2025Q4,0.744444444,0.844473259,14,-0.142,0
As Sab'in,2025Q2,0.520833333,1.108277522,22,-1.308,0
As Sab'in,2025Q3,0.56122449,1.173922384,18,0.766,0
As Sab'in,2025Q4,0.515789474,1.234795967,0,-0.625,0
As Sabrah,2023Q4,0.636363636,1.237123961,,1.07,
As Sabrah,2024Q1,0.6,1.256006813,0,-0.181,22
As Sabrah,2024Q2,0.648648649,1.263354611,,1.485,10
As Sabrah,2024Q3,0.626262626,1.176970054,0,1.792,0
As Sabrah,2024Q4,0.65625,1.199445319,,1.349,0
As Sabrah,2025Q1,0.773195876,1.08521203,,-0.845,30
As Sabrah,2025Q2,0.791666667,1.085900018,,-0.963,0
