Cluster,quarter,FCG<=2,tot_meb,fatalities,r3s,ramadan_days
As Sabrah,2025Q3,0.736842105,1.127878117,0,1.297,0
As Sabrah,2025Q4,0.652173913,1.080411273,,-0.37,0
As Saddah,2023Q4,0.615384615,1.237123961,,0.876,
As Saddah,2024Q1,0.555555556,1.256006813,,-0.112,22
As Saddah,2024Q2,0.596153846,1.263354611,,0.778,10
As Saddah,2024Q3,0.59375,1.176970054,0,1.851,0
As Saddah,2024Q4,0.74,1.199445319,,1.352,0
As Saddah,2025Q1,0.666666667,1.08521203,,-0.959,30
As Saddah,2025Q2,0.75,1.085900018,0,-1.092,0
As Saddah,2025Q3,0.649484536,1.127878117,0,0.879,0
As Saddah,2025Q4,0.708333333,1.080411273,0,-0.525,0
As Safiyah,2024Q2,0.417391304,1.109843476,0,,10
As Safiyah,2024Q3,0.469387755,1.108277522,,,0
As Safiyah,2024Q4,0.5,1.108277522,4,,0
As Safiyah,2025Q1,0.515463918,1.108277522,0,,30
As Safiyah,2025Q2,0.604166667,1.096933625,0,,0
As Safiyah,2025Q3,0.538461538,1.173922384,0,,0
As Safiyah,2025Q4,0.582417582,1.234795967,,,0
As Safra,2023Q4,0.571428571,1.040614072,9,1.073,
As Safra,2024Q1,0.641509434,1.045509947,1,-0.149,22
As Safra,2024Q2,0.594594595,1.128815563,,-0.35,10
As Safra,2024Q3,0.525773196,1.156287465,,2.144,0
As Safra,2024Q4,0.565656566,1.152685302,0,1.952,0
As Safra,2025Q1,0.608247423,1.128041631,11,0.68,30
As Safra,2025Q2,0.666666667,1.096933625,4,-1.551,0
As Safra,2025Q3,0.612244898,1.157757868,5,1.377,0
As Safra,2025Q4,0.593406593,1.234795967,,0.149,0
As Said,2023Q4,0.698275862,0.807642028,0,1.075,
As Said,2024Q1,0.640522876,0.762830211,4,-0.484,22
As Saiyani,2024Q2,0.396396396,1.263354611,,1.558,10
As Saiyani,2024Q3,0.536082474,1.176970054,0,1.73,0
As Saiyani,2024Q4,0.567010309,1.199445319,2,1.186,0
As Saiyani,2025Q1,0.58,1.08521203,,-0.889,30
As Saiyani,2025Q2,0.71875,1.085900018,,-1.039,0
As Saiyani,2025Q3,0.608247423,1.127878117,0,1.487,0
As Saiyani,2025Q4,0.611111111,1.080411273,,-0.737,0
As Salafiyah,2023Q4,0.611510791,0.739787943,,1.036,
As Salafiyah,2024Q1,0.626984127,0.831656049,,0.056,22
As Salafiyyah,2024Q2,0.586206897,0.811652176,,-0.153,10
As Salafiyyah,2024Q3,0.494505495,0.846048183,,1.144,0
As Salafiyyah,2024Q4,0.666666667,0.796424296,,1.32,0
As Salafiyyah,2025Q1,0.602150538,0.796739645,0,-0.006,30
As Salafiyyah,2025Q2,0.635416667,0.797047543,0,-1.097,0
As Salafiyyah,2025Q3,0.663461538,1.173922384,5,0.73,0
As Salafiyyah,2025Q4,0.681318681,1.234795967,,-1.057,0
As Sawd,2023Q4,0.666666667,0.96894526,,0.902,
As Sawd,2024Q1,0.727272727,0.970454015,,-0.241,22
As Sawd,2024Q2,0.659793814,1.271859942,,-0.706,10
As Sawd,2024Q3,0.721649485,1.576044129,,1.814,0
As Sawd,2024Q4,0.765306122,1.576044129,,1.22,0
As Sawd,2025Q1,0.633333333,1.129769223,,0.156,30
As Sawd,2025Q2,0.770833333,1.096933625,,-1.24,0
As Sawd,2025Q3,0.78125,1.173922384,,1.843,0
As Sawd,2025Q4,0.717391304,1.234795967,0,-0.41,0
As Sayyani,2023Q4,0.416666667,1.237123961,0,1.271,
As Sayyani,2024Q1,0.428571429,1.256006813,,-0.032,22
As Silw,2023Q4,0.666666667,0.864107428,0,0.068,
As Silw,2024Q1,0.666666667,0.860485516,0,-0.264,22
As Silw,2024Q2,0.596330275,0.860652383,1,1.651,10
As Silw,2024Q3,0.75,0.799139316,20,1.532,0
As Silw,2024Q4,0.719101124,0.745477211,0,1.016,0
As Silw,2025Q1,0.695652174,0.693493855,,-0.954,30
As Silw,2025Q2,0.8125,0.656054021,,-1.028,0
As Silw,2025Q3,0.788888889,0.685216903,,1.919,0
As Silw,2025Q4,0.677777778,0.701539945,,-0.475,0
As Sudah,2023Q4,0.583333333,0.96894526,0,0.93,
As Sudah,2024Q1,0.606060606,0.970454015,,-0.412,22
As Sudah,2024Q2,0.604166667,1.271859942,,-0.697,10
As Sudah,2024Q3,0.72826087,1.576044129,,1.838,0
As Sudah,2024Q4,0.736842105,1.576044129,,1.122,0
As Sudah,2025Q1,0.690721649,1.129769223,,-0.115,30
As Sudah,2025Q2,0.778947368,1.096933625,,-1.246,0
As Sudah,2025Q3,0.7375,1.173922384,,1.719,0
As Sudah,2025Q4,0.630434783,1.234795967,,-0.565,0
As Sukhnah,2023Q4,0.588235294,1.026979758,,1.602,
As Sukhnah,2024Q1,0.2,1.016856133,0,0.669,22
As Sukhnah,2024Q2,0.614457831,1.056931718,,0.477,10
As Sukhnah,2024Q3,0.670103093,1.092756147,,0.729,0
As Sukhnah,2024Q4,0.719626168,1.12200308,,1.839,0
As Sukhnah,2025Q1,0.701030928,1.120113309,,-0.353,30
As Sukhnah,2025Q2,0.736842105,1.186534834,,-0.661,0
As Sukhnah,2025Q3,0.706521739,0.994579743,,1.077,0
As Sukhnah,2025Q4,0.692307692,1.234795967,,0.412,0
Ash Sha'ir,2023Q4,0.428571429,1.237123961,0,0.973,
Ash Sha'ir,2024Q1,0.625,1.256006813,,-0.21,22
Ash Sha'ir,2024Q2,0.614035088,1.263354611,,1.153,10
Ash Sha'ir,2024Q3,0.636363636,1.176970054,0,1.874,0
Ash Sha'ir,2024Q4,0.728971963,1.199445319,0,1.414,0
Ash Sha'ir,2025Q1,0.795918367,1.08521203,,-0.856,30
Ash Sha'ir,2025Q2,0.791666667,1.085900018,,-0.904,0
Ash Sha'ir,2025Q3,0.783505155,1.127878117,,1.245,0
Ash Sha'ir,2025Q4,0.655555556,1.080411273,,-0.213,0
Ash Shaghadirah,2023Q4,0.451612903,1.120629222,,1.643,
Ash Shaghadirah,2024Q1,0.545454545,1.128366965,,0.375,22
Ash Shahil,2023Q4,0.4,1.120629222,,1.662,
Ash Shahil,2024Q1,0.708333333,1.128366965,,-0.065,22
Ash Shahil,2024Q2,0.663157895,1.154723506,,-0.592,10
Ash Shahil,2024Q3,0.724489796,1.170092437,,1.494,0
Ash Shahil,2024Q4,0.653061224,1.182163517,,1.37,0
Ash Shahil,2025Q1,0.57,1.134201207,,0.897,30
Ash Shahil,2025Q2,0.635416667,1.129657011,,-0.9,0
Ash Shahil,2025Q3,0.677777778,1.135479122,,2.128,0
Ash Shahil,2025Q4,0.652173913,1.234795967,,-0.26,0
Ash Shamayatayn,2023Q4,0.428571429,0.864107428,0,-0.035,
Ash Shamayatayn,2024Q1,0.535714286,0.860485516,0,0.224,22
Ash Shamayatayn,2024Q2,0.690721649,0.860652383,,1.752,10
Ash Shamayatayn,2024Q3,0.641304348,0.799139316,2,1.522,0
Ash Shamayatayn,2024Q4,0.688172043,0.745477211,,0.829,0
Ash Shamayatayn,2025Q1,0.648351648,0.693493855,0,-0.694,30
Ash Shamayatayn,2025Q2,0.75,0.656054021,0,-1.072,0
Ash Shamayatayn,2025Q3,0.644444444,0.685216903,0,1.969,0
Ash Shamayatayn,2025Q4,0.602150538,0.701539945,5,-0.558,0
Ash Sharyah,2023Q4,0.789473684,1.576197038,,0.175,
Ash Sharyah,2024Q1,0.697674419,1.506659077,,-0.156,22
Ash Sharyah,2024Q2,0.811111111,1.507723509,1,1.01,10
Ash Sharyah,2024Q3,0.884210526,1.491040562,,1.82,0
Ash Sharyah,2024Q4,0.885057471,1.547895694,,2.105,0
Ash Sharyah,2025Q1,0.879120879,1.610671767,1,-1.224,30
Ash Sharyah,2025Q2,0.87628866,1.61440967,0,-1.303,0
Ash Sharyah,2025Q3,0.888888889,1.723269505,,0.966,0
Ash Sharyah,2025Q4,0.857142857,2.47385358,0,-0.53,0
Ash Shaykh Othman,2025Q4,0.641509434,0.946409144,0,-0.056,0
Ash Shihr,2025Q4,0.648351648,0.61876125,11,-0.037,0
Ash Shu'ayb,2023Q4,0.733333333,1.127554616,,0.096,
Ash Shu'ayb,2024Q1,1,1.19441016,,-0.647,22
Ash Shu'ayb,2024Q2,0.795918367,1.344589468,,0.863,10
Ash Shu'ayb,2024Q3,0.842105263,1.397428731,,2.514,0
Ash Shu'ayb,2024Q4,0.848484848,1.386347252,,1.174,0
Ash Shu'ayb,2025Q1,0.826086957,1.354132813,,-0.932,30
Ash Shu'ayb,2025Q2,0.822222222,1.236710515,,-1.399,0
Ash Shu'ayb,2025Q3,0.861702128,1.287338171,,0.471,0
Ash Shu'ayb,2025Q4,0.822222222,1.380910296,,-0.637,0
Ash shaghadirah,2024Q2,0.590909091,1.154723506,,-0.439,10
Ash shaghadirah,2024Q3,0.606060606,1.170092437,,1.321,0
Ash shaghadirah,2024Q4,0.62244898,1.182163517,,1.125,0
Ash shaghadirah,2025Q1,0.673469388,1.134201207,,0.708,30
Ash shaghadirah,2025Q2,0.614583333,1.129657011,,-1.036,0
Ash shaghadirah,2025Q3,0.653061224,1.135479122,,1.863,0
Ash shaghadirah,2025Q4,0.617021277,1.234795967,1,-0.286,0
Aslam,2024Q2,0.793814433,1.154723506,,-0.492,10
Aslam,2024Q3,0.864583333,1.170092437,,1.428,0
Aslam,2024Q4,0.765306122,1.182163517,,1.033,0
Aslam,2025Q1,0.64893617,1.134201207,,1.268,30
Aslam,2025Q2,0.8125,1.129657011,,-0.867,0
Aslam,2025Q3,0.845360825,1.135479122,,1.98,0
Aslam,2025Q4,0.8,1.234795967,,0.371,0
Aslem,2023Q4,0.727272727,1.120629222,,2.466,
Aslem,2024Q1,0.8,1.128366965,,-0.096,22
Assafi'yah,2023Q4,0.419354839,1.184502127,,,
Assafi'yah,2024Q1,0.410714286,1.178513046,,,22
At Ta'iziyah,2023Q4,0.569230769,0.708527332,0,1.33,
At Ta'iziyah,2024Q1,0.647058824,0.71514263,11,0.57,22
At Ta'iziyah,2024Q2,0.484536082,0.732387433,5,1.727,10
At Ta'iziyah,2024Q3,0.708333333,0.704935477,10,1.366,0
At Ta'iziyah,2024Q4,0.711538462,0.645116394,2,0.618,0
At Ta'iziyah,2025Q1,0.617647059,0.594106397,1,-0.481,30
At Ta'iziyah,2025Q2,0.697916667,0.498938549,8,-0.96,0
At Ta'iziyah,2025Q3,0.577319588,0.559271266,6,1.455,0
At Ta'iziyah,2025Q4,0.617021277,0.59240701,2,-0.555,0
At Taffah,2023Q4,0.9,1.576197038,5,0.206,
At Taffah,2024Q1,0.822222222,1.506659077,1,-0.375,22
At Taffah,2024Q2,0.81372549,1.507723509,,1.253,10
At Taffah,2024Q3,0.864583333,1.491040562,,2.145,0
At Taffah,2024Q4,0.878787879,1.547895694,,1.753,0
At Taffah,2025Q1,0.78125,1.610671767,,-1.065,30
At Taffah,2025Q2,0.855670103,1.61440967,,-1.416,0
At Taffah,2025Q3,0.885416667,1.723269505,,0.446,0
At Taffah,2025Q4,0.842696629,2.47385358,0,-0.605,0
At Tahrir,2023Q4,0.566666667,1.184502127,,,
At Tahrir,2024Q1,0.5,1.178513046,,,22
At Tahrir,2024Q2,0.405660377,1.109843476,,,10
At Tahrir,2024Q3,0.484536082,1.108277522,0,,0
At Tahrir,2024Q4,0.494845361,1.108277522,0,,0
At Tahrir,2025Q1,0.520408163,1.108277522,0,,30
At Tahrir,2025Q2,0.5,1.096933625,,,0
At Tahrir,2025Q3,0.576086957,1.173922384,39,,0
At Tahrir,2025Q4,0.56043956,1.234795967,,,0
At Talh,2025Q4,0.766666667,1.053674796,,-0.209,0
At Tawahi,2025Q4,0.515463918,1.053674796,0,,0
At Tawilah,2023Q4,0.418367347,1.001350313,0,0.729,
At Tawilah,2024Q1,0.366197183,1.020915349,,-0.27,22
At Tawilah,2024Q2,0.360824742,1.047135747,,-0.552,10
At Tawilah,2024Q3,0.4375,1.0702168,,1.391,0
At Tawilah,2024Q4,0.432989691,1.127734519,,1.032,0
At Tawilah,2025Q1,0.466019417,1.16388995,,-0.039,30
At Tawilah,2025Q2,0.489583333,1.096933625,3,-1.266,0
At Tawilah,2025Q3,0.525773196,1.173922384,,1.316,0
At Tawilah,2025Q4,0.430107527,1.234795967,,-1.026,0
At Tuhayat,2023Q4,0,1.026979758,13,0.248,
At Tuhayat,2024Q1,0.285714286,1.016856133,5,0.515,22
At Tuhayta,2024Q2,0.472972973,1.056931718,10,1.239,10
At Tuhayta,2024Q3,0.633663366,1.092756147,2,0.822,0
At Tuhayta,2024Q4,0.588888889,1.12200308,8,1.6,0
At Tuhayta,2025Q1,0.682352941,1.120113309,5,-0.197,30
At Tuhayta,2025Q2,0.625,1.186534834,64,-1.421,0
At Tuhayta,2025Q3,0.722222222,0.994579743,1,1.259,0
At Tuhayta,2025Q4,0.681318681,1.234795967,0,0.43,0
At Tyal,2024Q2,0.520833333,1.061153907,,0.058,10
At Tyal,2024Q3,0.427083333,1.091791347,,1.262,0
At Tyal,2024Q4,0.474747475,1.091791347,0,1.579,0
At Tyal,2025Q1,0.422680412,1.129769223,,-0.703,30
At Tyal,2025Q2,0.53125,1.096933625,1,-1.221,0
At Tyal,2025Q3,0.489361702,1.173922384,,0.965,0
At Tyal,2025Q4,0.510638298,1.234795967,,0.147,0
Ataq,2023Q4,0.466666667,0.774215344,3,0.929,
Ataq,2024Q1,0.467479675,0.761507415,3,-0.798,22
Ataq,2024Q2,0.651785714,0.723492231,3,0.519,10
Ataq,2024Q3,0.66,0.644119324,2,1.52,0
Ataq,2024Q4,0.681415929,0.638265715,3,2.252,0
Ataq,2025Q1,0.769230769,0.604046336,5,-0.893,30
Ataq,2025Q2,0.760416667,0.591989345,9,-1.81,0
Ataq,2025Q3,0.637254902,0.715288863,0,0.992,0
Ataq,2025Q4,0.633333333,0.856155338,1,0.035,0
Ath Thawrah,2025Q2,0.510416667,1.096933625,9,,0
Ath Thawrah,2025Q3,0.489583333,1.173922384,3,,0
Ath Thawrah,2025Q4,0.527472527,1.234795967,,,0
Attyal,2023Q4,0.5,1.004763322,,1.036,
Attyal,2024Q1,0,1.004763322,,-0.272,22
Ayn,2024Q2,0.632352941,0.741032087,0,0.411,10
Ayn,2024Q3,0.763888889,0.677007205,3,1.295,0
Ayn,2024Q4,0.76056338,0.646142518,0,1.135,0
Ayn,2025Q1,0.720430108,0.628224583,0,-0.796,30
Ayn,2025Q2,0.705882353,0.626608879,2,-1.25,0
Ayn,2025Q3,0.652173913,0.737104012,0,0.756,0
Ayn,2025Q4,0.576086957,0.844473259,0,0.62,0
Az Zahir,2023Q4,0.673913043,1.122622723,1,1.659,
Az Zahir,2024Q1,0.710526316,1.138800961,,0.525,22
Az Zahir,2024Q2,0.673684211,1.16141129,,-0.705,10
Az Zahir,2024Q3,0.770833333,1.167453316,1,1.726,0
Az Zahir,2024Q4,0.783505155,1.180778345,,2,0
Az Zahir,2025Q1,0.755555556,1.129769223,1,-0.421,30
Az Zahir,2025Q2,0.705263158,1.096933625,,-1.408,0
Az Zahir,2025Q3,0.731182796,1.173922384,0,1.668,0
Az Zahir,2025Q4,0.684782609,1.234795967,0,-0.21,0
Az Zaydiah,2024Q2,0.634408602,1.056931718,,0.179,10
Az Zaydiah,2024Q3,0.635416667,1.092756147,,0.981,0
Az Zaydiah,2024Q4,0.632653061,1.12200308,,1.153,0
Az Zaydiah,2025Q1,0.5,1.120113309,,0.505,30
Az Zaydiah,2025Q2,0.59375,1.186534834,,-0.934,0
Az Zaydiah,2025Q3,0.642857143,0.994579743,,1.14,0
Az Zaydiah,2025Q4,0.709677419,1.234795967,0,0.344,0
Az Zaydiyah,2023Q4,0.133333333,1.026979758,,2.35,
Az Zaydiyah,2024Q1,0.612903226,1.016856133,0,0.623,22
Az Zuhrah,2023Q4,0.438596491,1.191806331,,2.348,
Az Zuhrah,2024Q1,0.463414634,1.1751169,0,0.371,22
Az Zuhrah,2024Q2,0.587628866,1.178434646,,-0.267,10
Az Zuhrah,2024Q3,0.646464646,1.215097588,,1.375,0
Az Zuhrah,2024Q4,0.62,1.216758655,,1.3,0
Az Zuhrah,2025Q1,0.62745098,1.254787144,0,1.317,30
Az Zuhrah,2025Q2,0.697916667,1.309793435,,-0.648,0
Az Zuhrah,2025Q3,0.639175258,0.994579743,1,1.812,0
Az Zuhrah,2025Q4,0.747368421,1.234795967,0,0.221,0
Az'zal,2023Q4,0.325,1.184502127,,,
Az'zal,2024Q1,0.346938776,1.178513046,0,,22
Azaal,2024Q2,0.37254902,1.109843476,,,10
Azaal,2024Q3,0.360824742,1.108277522,,,0
Azaal,2024Q4,0.5,1.108277522,0,,0
Azaal,2025Q1,0.422680412,1.108277522,,,30
Azaal,2025Q2,0.427083333,1.096933625,0,,0
Azaal,2025Q3,0.46875,1.173922384,0,,0
Azaal,2025Q4,0.522222222,1.234795967,0,,0
Ba'dan,2023Q4,0.590909091,1.237123961,,1.109,
Ba'dan,2024Q1,0.633333333,1.256006813,,-0.331,22
Ba'dan,2024Q2,0.568627451,1.263354611,0,1.284,10
Ba'dan,2024Q3,0.677083333,1.176970054,0,1.794,0
Ba'dan,2024Q4,0.693877551,1.199445319,,1.23,0
Ba'dan,2025Q1,0.663366337,1.08521203,4,-0.868,30
Ba'dan,2025Q2,0.645833333,1.085900018,0,-0.917,0
Ba'dan,2025Q3,0.731182796,1.127878117,0,1.351,0
Ba'dan,2025Q4,0.585106383,1.080411273,,-0.359,0
Bajil,2023Q4,0.290322581,1.027897128,,1.833,
Bajil,2024Q1,0.261904762,1.011221184,1,0.52,22
Bajil,2024Q2,0.558823529,1.017428551,0,0.379,10
Bajil,2024Q3,0.37755102,1.093044755,1,0.808,0
Bajil,2024Q4,0.489795918,1.185799505,0,1.435,0
Bajil,2025Q1,0.46875,1.175713787,14,-0.053,30
Bajil,2025Q2,0.510204082,1.14322692,3,-0.883,0
Bajil,2025Q3,0.540816327,0.994579743,,1.234,0
Bajil,2025Q4,0.586956522,1.234795967,0,0.305,0
Bakil Al Mir,2024Q2,0.80952381,1.154723506,1,-0.762,10
Bakil Al Mir,2024Q3,0.666666667,1.170092437,,1.778,0
Bakil Al Mir,2024Q4,0.679245283,1.182163517,,1.26,0
Bakil Al Mir,2025Q1,0.756756757,1.134201207,,0.838,30
Bakil Al Mir,2025Q2,0.791666667,1.129657011,,-0.915,0
Bakil Al Mir,2025Q3,0.723404255,1.135479122,,1.893,0
Bakil Al Mir,2025Q4,0.838235294,1.234795967,,0.008,0
Bani Al Awam,2023Q4,0.444444444,1.120629222,,1.313,
Bani Al Awam,2024Q1,0.611111111,1.128366965,,-0.09,22
Bani Al Awam,2024Q2,0.553191489,1.154723506,,-0.545,10
Bani Al Awam,2024Q3,0.690721649,1.170092437,,1.389,0
Bani Al Awam,2024Q4,0.59375,1.182163517,,0.655,0
Bani Al Awam,2025Q1,0.621359223,1.134201207,,-0.314,30
Bani Al Awam,2025Q2,0.614583333,1.129657011,,-1.257,0
Bani Al Awam,2025Q3,0.604166667,1.135479122,,1.767,0
Bani Al Awam,2025Q4,0.557894737,1.234795967,,-0.489,0
Bani Al Harith,2023Q4,0.362745098,1.184502127,0,0.873,
Bani Al Harith,2024Q1,0.370786517,1.178513046,2,-0.249,22
Bani Al Harith,2024Q2,0.44047619,1.109843476,0,-0.004,10
Bani Al Harith,2024Q3,0.505154639,1.108277522,3,1.543,0
Bani Al Harith,2024Q4,0.494845361,1.108277522,5,1.427,0
Bani Al Harith,2025Q1,0.5625,1.108277522,4,-0.781,30
Bani Al Harith,2025Q2,0.618556701,1.096933625,9,-1.21,0
Bani Al Harith,2025Q3,0.65,1.173922384,5,1.436,0
Bani Al Harith,2025Q4,0.656862745,1.234795967,1,-0.531,0
Bani Dabyan,2024Q2,0.489583333,1.061153907,,0.272,10
Bani Dabyan,2024Q3,0.74,1.091791347,,1.275,0
Bani Dabyan,2024Q4,0.76,1.091791347,,1.908,0
Bani Dabyan,2025Q1,0.688172043,1.129769223,,-0.952,30
Bani Dabyan,2025Q2,0.766666667,1.096933625,,-1.447,0
Bani Dabyan,2025Q3,0.829787234,1.173922384,,0.55,0
Bani Dabyan,2025Q4,0.71875,1.234795967,,0.257,0
Bani Dhabyan,2023Q4,0.857142857,1.004763322,,1.365,
Bani Dhabyan,2024Q1,0.666666667,1.004763322,,-0.026,22
Bani Hushaysh,2025Q4,0.611111111,1.234795967,,-0.202,0
Bani Matar,2025Q3,0.549450549,1.173922384,0,1.013,0
Bani Matar,2025Q4,0.577777778,1.234795967,0,-0.671,0
Bani Qa'is,2023Q4,0.466666667,1.120629222,,2.021,
Bani Qa'is,2024Q1,0.294117647,1.128366965,,0.169,22
Bani Qays,2024Q2,0.705263158,1.154723506,,-0.406,10
Bani Qays,2024Q3,0.710843373,1.170092437,,1.304,0
Bani Qays,2024Q4,0.679487179,1.182163517,,1.132,0
Bani Qays,2025Q1,0.582417582,1.134201207,2,0.883,30
Bani Qays,2025Q2,0.760416667,1.129657011,,-0.807,0
Bani Qays,2025Q3,0.714285714,1.135479122,,1.81,0
Bani Qays,2025Q4,0.635416667,1.234795967,,-0.096,0
Bani Sa'd,2023Q4,0.620689655,1.001350313,,1.317,
Bani Sa'd,2024Q1,0.388888889,1.020915349,,0.592,22
Bani Sa'd,2024Q2,0.514563107,1.047135747,,-0.122,10
Bani Sa'd,2024Q3,0.551020408,1.0702168,,1.018,0
Bani Sa'd,2024Q4,0.375,1.127734519,,1.235,0
Bani Sa'd,2025Q1,0.481132075,1.16388995,,0.298,30
Bani Sa'd,2025Q2,0.59375,1.096933625,6,-1.043,0
Bani Sa'd,2025Q3,0.610526316,1.173922384,,1.505,0
Bani Sa'd,2025Q4,0.648351648,1.234795967,,-0.539,0
Bani Suraim,2023Q4,0.466666667,0.96894526,,1.183,
Bani Suraim,2024Q1,0.666666667,0.970454015,,-0.165,22
Bani Surim,2024Q2,0.673469388,1.271859942,,-0.747,10
Bani Surim,2024Q3,0.64516129,1.576044129,0,1.877,0
Bani Surim,2024Q4,0.608247423,1.576044129,,1.667,0
Bani Surim,2025Q1,0.634408602,1.129769223,,-0.298,30
Bani Surim,2025Q2,0.752688172,1.096933625,,-1.48,0
Bani Surim,2025Q3,0.711111111,1.173922384,1,1.314,0
Bani Surim,2025Q4,0.711111111,1.234795967,0,-0.486,0
Baqim,2023Q4,0.454545455,1.278247192,5,1.263,
Baqim,2024Q1,0.647058824,1.295375998,11,-0.147,22
Baqim,2024Q2,0.47826087,1.268245454,4,-0.133,10
Baqim,2024Q3,0.585106383,1.253160114,0,2.083,0
Baqim,2024Q4,0.697916667,1.259224486,3,1.585,0
Baqim,2025Q1,0.703296703,1.266917532,5,0.682,30
Baqim,2025Q2,0.677419355,1.096933625,6,-1.736,0
Baqim,2025Q3,0.688888889,1.266742473,17,1.566,0
Baqim,2025Q4,0.680851064,1.234795967,1,0.208,0
Barat Al Anan,2024Q2,0.696629213,1.16141129,,-0.625,10
Barat Al Anan,2024Q3,0.777777778,1.167453316,2,1.907,0
Barat Al Anan,2024Q4,0.757894737,1.180778345,6,2.337,0
Barat Al Anan,2025Q1,0.637362637,1.129769223,1,-0.272,30
Barat Al Anan,2025Q2,0.6875,1.096933625,0,-1.686,0
Barat Al Anan,2025Q3,0.784946237,1.173922384,,1.575,0
Barat Al Anan,2025Q4,0.804347826,1.234795967,,0.264,0
Bart Al Anan,2023Q4,0.686956522,1.122622723,1,0.705,
Bart Al Anan,2024Q1,0.699029126,1.138800961,,-0.091,22
Bayhan,2023Q4,0.75,0.957238898,0,0.807,
Bayhan,2024Q1,0.571428571,0.837691019,48,-0.108,22
Bayhan,2024Q2,0.660194175,0.790107688,6,0.842,10
Bayhan,2024Q3,0.633663366,0.718300726,35,1.677,0
Bayhan,2024Q4,0.711111111,0.668158489,16,0.253,0
Bayhan,2025Q1,0.623655914,0.648027555,0,-0.848,30
Bayhan,2025Q2,0.645833333,0.643147544,2,-1.318,0
Bayhan,2025Q3,0.670103093,0.713132987,2,0.869,0
Bayhan,2025Q4,0.595744681,0.844473259,1,0.49,0
Bayt Al Faqiah,2023Q4,0.375,0.988319856,6,1.068,
Bayt Al Faqiah,2024Q1,0.333333333,0.924941035,2,0.852,22
Bayt Al Faqih,2024Q2,0.536082474,0.953559027,0,0.999,10
Bayt Al Faqih,2024Q3,0.572916667,0.94517338,1,0.943,0
Bayt Al Faqih,2024Q4,0.59375,1.039702934,1,1.941,0
Bayt Al Faqih,2025Q1,0.642857143,1.031356822,1,0.034,30
Bayt Al Faqih,2025Q2,0.75,1.081493949,1,-0.763,0
Bayt Al Faqih,2025Q3,0.663043478,0.994579743,0,0.912,0
Bayt Al Faqih,2025Q4,0.661971831,1.234795967,,0.512,0
Bidbadah,2023Q4,0.59047619,1.175886543,,0.819,
Bidbadah,2024Q1,0.659574468,1.309456477,,-0.239,22
Bidbadah,2024Q2,0.657657658,1.057591764,,0.013,10
Bidbadah,2024Q3,0.677777778,0.949979572,,1.069,0
Bidbadah,2024Q4,0.663043478,0.938287436,,1.733,0
Bidbadah,2025Q1,0.663043478,0.933059002,,-0.946,30
Bidbadah,2025Q2,0.720430108,0.855707503,,-1.49,0
Bidbadah,2025Q3,0.731182796,1.082336421,,0.691,0
Bidbadah,2025Q4,0.630434783,2.174560877,,0.09,0
Bilad Ar Rus,2025Q4,0.648148148,1.234795967,,-0.009,0
Bilad At Ta'am,2023Q4,0.5,0.549490805,,1.329,
Bilad At Ta'am,2024Q1,0.53968254,0.700689011,,0.489,22
Bilad Atta'am,2024Q2,0.693693694,0.631219866,,0.022,10
Bilad Atta'am,2024Q3,0.632653061,0.667170191,,0.952,0
Bilad Atta'am,2024Q4,0.602409639,0.604229607,,1.493,0
Bilad Atta'am,2025Q1,0.597701149,0.604229607,,0.082,30
Bilad Atta'am,2025Q2,0.625,0.604229607,,-0.935,0
Bilad Atta'am,2025Q3,0.675438596,1.173922384,,1.317,0
Bilad Atta'am,2025Q4,0.655555556,1.234795967,,-0.432,0
Brom Mayfa,2023Q4,1,0.547298279,,0.251,
Brom Mayfa,2024Q1,0,0.530858838,,0.105,22
Brum Mayf'ah,2024Q2,0.493333333,0.528592469,,-0.595,10
Brum Mayf'ah,2024Q3,0.602272727,0.498485402,,0.946,0
Brum Mayf'ah,2024Q4,0.659340659,0.498376723,,0.229,0
Brum Mayf'ah,2025Q1,0.622222222,0.510666955,,-0.355,30
Brum Mayf'ah,2025Q2,0.706521739,0.486644666,,-1.429,0
Brum Mayf'ah,2025Q3,0.559139785,0.604958937,,0.056,0
Brum Mayf'ah,2025Q4,0.703296703,0.701494931,,-0.242,0
Bura,2023Q4,0.518518519,1.026979758,,1.564,
Bura,2024Q1,0.44,1.016856133,,0.066,22
Bura',2024Q2,0.578947368,1.056931718,,0.056,10
Bura',2024Q3,0.670212766,1.092756147,,0.938,0
Bura',2024Q4,0.662790698,1.12200308,,1.456,0
Bura',2025Q1,0.655172414,1.120113309,,-0.413,30
Bura',2025Q2,0.729166667,1.186534834,0,-0.75,0
Bura',2025Q3,0.633333333,0.994579743,,1.562,0
Bura',2025Q4,0.666666667,1.234795967,,-0.049,0
Dahr,2025Q4,0.725274725,1.053674796,,0.135,0
Damt,2023Q4,0.595744681,1.127554616,,0.413,
Damt,2024Q1,0.55465587,1.19441016,0,-0.347,22
Damt,2024Q2,0.602040816,1.344589468,4,1.063,10
Damt,2024Q3,0.711340206,1.397428731,0,2.037,0
Damt,2024Q4,0.734693878,1.378628353,2,1.974,0
Damt,2025Q1,0.606060606,1.336748369,0,-1.007,30
Damt,2025Q2,0.625,1.215860213,1,-1.325,0
Damt,2025Q3,0.711340206,1.270102827,1,0.863,0
Damt,2025Q4,0.666666667,1.453167054,0,-0.122,0
