Cluster,quarter,rCSI
Kharif,2024Q2,20.23711340206185
Kharif,2024Q3,21.34375
Kharif,2024Q4,20.65625
Kharif,2025Q1,18.63636363636364
Kharif,2025Q2,18.36458333333333
Kharif,2025Q3,16.610526315789475
Kharif,2025Q4,20.032967032967036
Khawlan,2024Q2,20.0
Khawlan,2024Q3,21.06122448979592
Khawlan,2024Q4,21.8
Khawlan,2025Q1,18.905263157894737
Khawlan,2025Q2,18.04301075268817
Khawlan,2025Q3,19.5531914893617
Khawlan,2025Q4,19.236559139784948
Khayran Al Muharraq,2023Q4,28.0
Khayran Al Muharraq,2024Q1,25.647058823529413
Khayran Al Muharraq,2024Q2,22.76595744680851
Khayran Al Muharraq,2024Q3,24.354166666666668
Khayran Al Muharraq,2024Q4,20.805825242718445
Khayran Al Muharraq,2025Q1,21.52777777777778
Khayran Al Muharraq,2025Q2,23.08510638297872
Khayran Al Muharraq,2025Q3,20.912087912087912
Khayran Al Muharraq,2025Q4,19.358695652173918
Khur Maksar,2025Q4,13.911111111111111
Khwlan,2023Q4,23.5
Khwlan,2024Q1,23.4
Kitaf wa Al Boqa',2024Q2,21.729166666666668
Kitaf wa Al Boqa',2024Q3,23.06122448979592
Kitaf wa Al Boqa',2024Q4,19.73958333333333
Kitaf wa Al Boqa',2025Q1,21.040816326530614
Kitaf wa Al Boqa',2025Q2,13.645833333333334
Kitaf wa Al Boqa',2025Q3,17.152173913043477
Kitaf wa Al Boqa',2025Q4,17.384615384615383
Kitaf wa Al Boqe'e,2023Q4,18.0
Kitaf wa Al Boqe'e,2024Q1,19.0
Kritar - Sirah,2025Q4,15.717391304347826
Ku'aydinah,2023Q4,19.210526315789476
Ku'aydinah,2024Q1,23.33333333333333
Ku'aydinah,2024Q2,21.18367346938776
Ku'aydinah,2024Q3,23.041666666666668
Ku'aydinah,2024Q4,20.397959183673468
Ku'aydinah,2025Q1,20.63809523809524
Ku'aydinah,2025Q2,17.96875
Ku'aydinah,2025Q3,19.178947368421053
Ku'aydinah,2025Q4,18.46153846153846
Kuhlan Afar,2024Q2,20.80851063829787
Kuhlan Afar,2024Q3,18.33333333333333
Kuhlan Afar,2024Q4,16.424242424242426
Kuhlan Afar,2025Q1,19.33333333333333
Kuhlan Afar,2025Q2,17.166666666666668
Kuhlan Afar,2025Q3,14.369565217391305
Kuhlan Afar,2025Q4,15.389473684210529
Kuhlan Affar,2023Q4,18.6
Kuhlan Affar,2024Q1,21.86206896551724
Kuhlan Ash Sharaf,2023Q4,31.0
Kuhlan Ash Sharaf,2024Q1,21.466666666666665
Kuhlan Ash Sharaf,2024Q2,25.17708333333333
Kuhlan Ash Sharaf,2024Q3,24.88659793814433
Kuhlan Ash Sharaf,2024Q4,24.34020618556701
Kuhlan Ash Sharaf,2025Q1,23.444444444444443
Kuhlan Ash Sharaf,2025Q2,23.125
Kuhlan Ash Sharaf,2025Q3,21.08888888888889
Kuhlan Ash Sharaf,2025Q4,20.904255319148938
Kushar,2023Q4,27.625
Kushar,2024Q1,28.605263157894736
Kushar,2024Q2,23.617886178861788
Kushar,2024Q3,25.383838383838384
Kushar,2024Q4,29.626262626262623
Kushar,2025Q1,24.045454545454547
Kushar,2025Q2,22.6875
Kushar,2025Q3,21.34375
Kushar,2025Q4,20.58695652173913
Kusmah,2023Q4,19.456521739130437
Kusmah,2024Q1,25.57971014492753
Kusmah,2024Q2,16.35185185185185
Kusmah,2024Q3,17.432989690721648
Kusmah,2024Q4,20.697916666666668
Kusmah,2025Q1,15.072916666666666
Kusmah,2025Q2,15.864583333333334
Kusmah,2025Q3,18.760416666666668
Kusmah,2025Q4,13.742268041237113
Lawdar,2023Q4,18.18439716312057
Lawdar,2024Q1,19.00793650793651
Lawdar,2024Q2,16.459016393442624
Lawdar,2024Q3,16.90909090909091
Lawdar,2024Q4,17.316326530612244
Lawdar,2025Q1,18.38823529411765
Lawdar,2025Q2,13.666666666666666
Lawdar,2025Q3,12.652173913043478
Lawdar,2025Q4,14.21111111111111
Ma'in,2025Q2,23.041666666666668
Ma'in,2025Q3,18.3265306122449
Ma'in,2025Q4,19.0
Ma'rib,2025Q2,17.583333333333332
Ma'rib,2025Q3,15.105263157894736
Ma'rib,2025Q4,11.21505376344086
Ma'rib City,2025Q2,15.114583333333334
Ma'rib City,2025Q3,14.181818181818182
Ma'rib City,2025Q4,13.418367346938776
Ma'rib-Cluster29,2023Q4,35.6
Ma'rib-Cluster29,2024Q1,23.875
Ma'rib-Cluster29,2024Q2,17.26
Ma'rib-Cluster29,2024Q3,21.46808510638298
Ma'rib-Cluster29,2024Q4,18.418181818181814
Ma'rib-Cluster29,2025Q1,17.952380952380953
Ma'rib-Cluster29,2025Q2,15.46078431372549
Ma'rib-Cluster29,2025Q3,17.433333333333334
Ma'rib-Cluster29,2025Q4,13.154545454545454
Ma'rib-Cluster30,2023Q4,20.41860465116279
Ma'rib-Cluster30,2024Q1,22.464285714285715
Ma'rib-Cluster30,2024Q2,21.890625
Ma'rib-Cluster30,2024Q3,18.341463414634145
Ma'rib-Cluster30,2024Q4,16.882978723404257
Ma'rib-Cluster30,2025Q1,15.96923076923077
Ma'rib-Cluster30,2025Q2,15.236559139784946
Ma'rib-Cluster30,2025Q3,14.68131868131868
Ma'rib-Cluster30,2025Q4,15.304347826086955
Ma'rib-Cluster31,2023Q4,22.50526315789474
Ma'rib-Cluster31,2024Q1,21.386138613861387
Ma'rib-Cluster31,2024Q2,22.0625
Ma'rib-Cluster31,2024Q3,17.18
Ma'rib-Cluster31,2024Q4,16.294736842105262
Ma'rib-Cluster31,2025Q1,17.021978021978022
Ma'rib-Cluster31,2025Q2,15.833333333333334
Ma'rib-Cluster31,2025Q3,13.17
Ma'rib-Cluster31,2025Q4,13.677777777777775
Ma'rib-Cluster32,2023Q4,18.211822660098523
Ma'rib-Cluster32,2024Q1,19.64853556485356
Ma'rib-Cluster32,2024Q2,18.06040268456376
Ma'rib-Cluster32,2024Q3,20.35828877005348
Ma'rib-Cluster32,2024Q4,18.43455497382199
Ma'rib-Cluster32,2025Q1,19.39655172413793
Mabyan,2023Q4,17.666666666666668
Mabyan,2024Q1,24.88888888888889
Mabyan,2024Q2,21.73404255319149
Mabyan,2024Q3,22.939393939393938
Mabyan,2024Q4,20.474747474747478
Mabyan,2025Q1,18.643564356435643
Mabyan,2025Q2,16.322916666666668
Mabyan,2025Q3,17.41111111111111
Mabyan,2025Q4,15.608695652173912
Maghirib Ans,2023Q4,26.44117647058824
Maghirib Ans,2024Q1,25.52830188679245
Maghrib Ans,2024Q2,23.49
Maghrib Ans,2024Q3,20.93577981651376
Maghrib Ans,2024Q4,22.46067415730337
Maghrib Ans,2025Q1,20.988235294117647
Maghrib Ans,2025Q2,21.59375
Maghrib Ans,2025Q3,21.567010309278352
Maghrib Ans,2025Q4,15.846153846153848
Majz,2023Q4,17.057142857142857
Majz,2024Q1,19.0
Majz,2024Q2,22.78048780487805
Majz,2024Q3,20.7979797979798
Majz,2024Q4,18.98958333333333
Majz,2025Q1,17.46938775510204
Majz,2025Q2,17.247311827956988
Majz,2025Q3,18.72448979591837
Majz,2025Q4,15.87912087912088
Manakhah,2025Q3,18.855670103092784
Manakhah,2025Q4,19.73333333333333
Maqbanah,2023Q4,18.389830508474574
Maqbanah,2024Q1,20.55263157894737
Maqbanah,2024Q2,22.11504424778761
Maqbanah,2024Q3,21.47872340425532
Maqbanah,2024Q4,21.54255319148936
Maqbanah,2025Q1,20.23333333333333
Maqbanah,2025Q2,16.40625
Maqbanah,2025Q3,20.63736263736264
Maqbanah,2025Q4,20.70967741935484
Markhah Al Olya,2024Q2,19.61855670103093
Markhah Al Olya,2024Q3,19.03125
Markhah Al Olya,2024Q4,19.5
Markhah Al Olya,2025Q1,22.48351648351648
Markhah Al Olya,2025Q2,16.102040816326532
Markhah Al Olya,2025Q3,16.628865979381445
Markhah Al Olya,2025Q4,18.329787234042552
Markhah As Sufla,2024Q2,17.419354838709676
Markhah As Sufla,2024Q3,19.757894736842104
Markhah As Sufla,2024Q4,20.476190476190474
Markhah As Sufla,2025Q1,20.168539325842698
Markhah As Sufla,2025Q2,15.580645161290322
Markhah As Sufla,2025Q3,15.675324675324676
Markhah As Sufla,2025Q4,19.08695652173913
Mashr'ah Wa Hadnan,2025Q4,14.315217391304348
Maswar,2023Q4,23.352941176470587
Maswar,2024Q1,31.6
Maswar,2024Q2,27.51685393258427
Maswar,2024Q3,23.192307692307693
Maswar,2024Q4,19.848837209302324
Maswar,2025Q1,16.226190476190474
Maswar,2025Q2,16.08421052631579
Maswar,2025Q3,17.155555555555555
Maswar,2025Q4,12.9010989010989
Mawiyah,2023Q4,23.17391304347826
Mawiyah,2024Q1,19.0625
Mawiyah,2024Q2,23.17
Mawiyah,2024Q3,23.18556701030928
Mawiyah,2024Q4,23.89690721649485
Mawiyah,2025Q1,17.867346938775512
Mawiyah,2025Q2,15.778947368421052
Mawiyah,2025Q3,15.065934065934066
Mawiyah,2025Q4,18.858695652173918
Mayfa'a,2023Q4,10.5
Mayfa'a,2024Q1,18.916666666666668
Mayfa'ah,2024Q2,20.17708333333333
Mayfa'ah,2024Q3,22.802197802197803
Mayfa'ah,2024Q4,19.848484848484848
Mayfa'ah,2025Q1,18.12087912087912
Mayfa'ah,2025Q2,15.53125
Mayfa'ah,2025Q3,15.35897435897436
Mayfa'ah,2025Q4,12.055555555555555
Mayfa'at Ans,2025Q3,17.978021978021978
Mayfa'at Ans,2025Q4,16.07608695652174
Mazhar,2023Q4,22.694117647058825
Mazhar,2024Q1,20.206666666666667
Mazhar,2024Q2,22.75
Mazhar,2024Q3,20.791666666666668
Mazhar,2024Q4,18.322916666666668
Mazhar,2025Q1,17.947916666666668
Mazhar,2025Q2,14.864583333333334
Mazhar,2025Q3,15.666666666666666
Mazhar,2025Q4,16.141304347826086
Melhan,2024Q2,18.67796610169492
Melhan,2024Q3,20.47959183673469
Melhan,2024Q4,21.646464646464647
Melhan,2025Q1,17.727272727272727
Melhan,2025Q2,15.708333333333334
Melhan,2025Q3,20.32608695652174
Melhan,2025Q4,18.64516129032258
Merkhah Al Ulya,2023Q4,24.23809523809524
Merkhah Al Ulya,2024Q1,25.91304347826087
Merkhah As Sufla,2023Q4,22.271186440677965
Merkhah As Sufla,2024Q1,20.203125
Milhan,2023Q4,20.34375
Milhan,2024Q1,23.79310344827586
Monabbih,2023Q4,18.55555555555556
Monabbih,2024Q1,22.944444444444443
Monabbih,2024Q2,23.736263736263737
Monabbih,2024Q3,21.010416666666668
Monabbih,2024Q4,20.9375
Monabbih,2025Q1,25.029411764705884
Monabbih,2025Q2,16.076923076923077
Monabbih,2025Q3,19.76923076923077
Monabbih,2025Q4,25.867924528301888
Mudhaykhirah,2023Q4,21.55555555555556
Mudhaykhirah,2024Q1,24.73684210526316
Mudhaykhirah,2024Q2,20.03125
Mudhaykhirah,2024Q3,19.34285714285714
Mudhaykhirah,2024Q4,20.030927835051543
Mudhaykhirah,2025Q1,15.05
Mudhaykhirah,2025Q2,13.322916666666666
Mudhaykhirah,2025Q3,12.64516129032258
Mudhaykhirah,2025Q4,15.153846153846152
Mudiyah,2023Q4,15.305882352941175
Mudiyah,2024Q1,16.126582278481013
Mudiyah,2024Q2,16.714285714285715
Mudiyah,2024Q3,16.352941176470587
Mudiyah,2024Q4,16.75
Mudiyah,2025Q1,15.606382978723405
Mudiyah,2025Q2,16.0
Mudiyah,2025Q3,17.34065934065934
Mudiyah,2025Q4,13.88888888888889
Mukayras,2023Q4,20.9
Mukayras,2024Q1,12.272727272727272
Mukayras,2024Q2,18.466019417475728
Mukayras,2024Q3,15.918367346938776
Mukayras,2024Q4,18.27956989247312
Mukayras,2025Q1,15.10204081632653
Mukayras,2025Q2,10.21505376344086
Mukayras,2025Q3,17.133333333333333
Mukayras,2025Q4,14.2
Mustaba,2023Q4,25.09090909090909
Mustaba,2024Q1,26.5
Mustaba,2024Q2,23.646464646464647
Mustaba,2024Q3,23.019801980198014
Mustaba,2024Q4,22.011627906976745
Mustaba,2025Q1,24.373493975903614
Mustaba,2025Q2,19.8125
Mustaba,2025Q3,19.80434782608696
Mustaba,2025Q4,18.488888888888887
Najrah,2023Q4,25.352941176470587
Najrah,2024Q1,29.7843137254902
Najrah,2024Q2,23.510416666666668
Najrah,2024Q3,23.495049504950494
Najrah,2024Q4,21.1340206185567
Najrah,2025Q1,17.2680412371134
Najrah,2025Q2,19.67708333333333
Najrah,2025Q3,17.835164835164836
Najrah,2025Q4,19.75
Nihm,2025Q4,21.18840579710145
Nisab,2023Q4,21.504065040650406
Nisab,2024Q1,20.831460674157302
Nisab,2024Q2,20.61855670103093
Nisab,2024Q3,18.785714285714285
Nisab,2024Q4,20.272727272727277
Nisab,2025Q1,21.766666666666666
Nisab,2025Q2,17.197916666666668
Nisab,2025Q3,17.75
Nisab,2025Q4,18.83516483516484
Old City,2025Q2,17.96875
Old City,2025Q3,17.47826086956522
Old City,2025Q4,14.731182795698924
Osaylan,2024Q2,19.8019801980198
Osaylan,2024Q3,21.371134020618555
Osaylan,2024Q4,18.166666666666668
Osaylan,2025Q1,23.425531914893615
Osaylan,2025Q2,15.59375
Osaylan,2025Q3,14.70408163265306
Osaylan,2025Q4,18.053763440860216
Otmah,2024Q2,20.67
Otmah,2024Q3,20.195876288659797
Otmah,2024Q4,20.193877551020407
Otmah,2025Q1,19.44
Otmah,2025Q2,24.28125
Otmah,2025Q3,19.309278350515463
Otmah,2025Q4,17.393617021276597
Qa'atabah,2023Q4,20.76
Qa'atabah,2024Q1,19.798076923076923
Qa'tabah,2024Q2,21.114035087719294
Qa'tabah,2024Q3,20.2054794520548
Qa'tabah,2024Q4,19.11111111111111
Qa'tabah,2025Q1,20.11111111111111
Qa'tabah,2025Q2,15.45
Qa'tabah,2025Q3,20.655555555555555
Qa'tabah,2025Q4,18.70967741935484
Qafl Shamer,2023Q4,29.181818181818183
Qafl Shamer,2024Q1,30.307692307692307
Qafl Shammar,2024Q2,25.317307692307693
Qafl Shammar,2024Q3,25.90721649484536
Qafl Shammar,2024Q4,24.65625
Qafl Shammar,2025Q1,20.64583333333333
Qafl Shammar,2025Q2,25.03125
Qafl Shammar,2025Q3,24.670103092783503
Qafl Shammar,2025Q4,19.81914893617021
Qaflat Odhar,2024Q2,22.73404255319149
Qaflat Odhar,2024Q3,22.7843137254902
Qaflat Odhar,2024Q4,21.18840579710145
Qaflat Odhar,2025Q1,22.126582278481013
Qaflat Odhar,2025Q2,18.36458333333333
Qaflat Odhar,2025Q3,19.822222222222223
Qaflat Odhar,2025Q4,19.61111111111111
Qarah,2023Q4,20.0
Qarah,2024Q1,30.0
Qarah,2024Q2,19.3125
Qarah,2024Q3,23.26506024096385
Qarah,2024Q4,22.65277777777778
Qarah,2025Q1,20.53164556962025
Qarah,2025Q2,18.822916666666668
Qarah,2025Q3,19.2
Qarah,2025Q4,16.511111111111113
Qatabir,2023Q4,18.058823529411764
Qatabir,2024Q1,17.09090909090909
Qatabir,2024Q2,19.70212765957447
Qatabir,2024Q3,18.032967032967036
Qatabir,2024Q4,19.17
Qatabir,2025Q1,13.646464646464649
Qatabir,2025Q2,13.166666666666666
Qatabir,2025Q3,17.42222222222222
Qatabir,2025Q4,22.50980392156863
Rada',2025Q3,21.693877551020407
Rada',2025Q4,17.8659793814433
Radfan,2023Q4,18.10958904109589
Radfan,2024Q1,18.553846153846155
Radfan,2024Q2,15.929292929292927
Radfan,2024Q3,19.43
Radfan,2024Q4,21.8125
Radfan,2025Q1,16.755555555555556
Radfan,2025Q2,17.051546391752577
Radfan,2025Q3,18.19148936170213
Radfan,2025Q4,15.526881720430108
Radman,2024Q2,21.517241379310345
Radman,2024Q3,21.369565217391305
Radman,2024Q4,23.05194805194805
Radman,2025Q1,20.246913580246915
Radman,2025Q2,18.166666666666668
Radman,2025Q3,23.88888888888889
Radman,2025Q4,17.17391304347826
Radman Al Awad,2023Q4,19.88888888888889
Radman Al Awad,2024Q1,19.666666666666668
Radum,2024Q2,19.07692307692308
Radum,2024Q3,19.322916666666668
Radum,2024Q4,16.22
Radum,2025Q1,15.695652173913045
Radum,2025Q2,16.175824175824175
Radum,2025Q3,17.155555555555555
Radum,2025Q4,13.868131868131869
Rajuzah,2023Q4,21.933333333333334
Rajuzah,2024Q1,25.571428571428573
Rajuzah,2024Q2,22.7319587628866
Rajuzah,2024Q3,25.32258064516129
Rajuzah,2024Q4,23.432098765432094
Rajuzah,2025Q1,17.522222222222222
Rajuzah,2025Q2,17.358695652173914
Rajuzah,2025Q3,20.422680412371133
Rajuzah,2025Q4,20.35593220338983
Rakhyah,2025Q4,9.178947368421053
Rasad,2023Q4,13.294871794871796
Rasad,2024Q1,13.52777777777778
Rassd,2024Q2,12.496
Rassd,2024Q3,14.21505376344086
Rassd,2024Q4,17.36082474226804
Rassd,2025Q1,17.447916666666668
Rassd,2025Q2,14.802083333333334
Rassd,2025Q3,14.619565217391305
Rassd,2025Q4,10.433333333333334
Raydah,2023Q4,20.166666666666668
Raydah,2024Q1,22.105263157894736
Raydah,2024Q2,22.232558139534884
Raydah,2024Q3,19.1875
Raydah,2024Q4,22.353535353535356
Raydah,2025Q1,19.980198019801986
Raydah,2025Q2,20.135416666666668
Raydah,2025Q3,17.052083333333332
Raydah,2025Q4,17.681318681318682
Rudum,2024Q1,11.0
Sa'adah,2023Q4,20.933333333333334
Sa'adah,2024Q1,25.660714285714285
Sa'dah,2024Q2,24.01020408163265
Sa'dah,2024Q3,19.350515463917525
Sa'dah,2024Q4,22.776699029126213
Sa'dah,2025Q1,20.635416666666668
Sa'dah,2025Q2,17.916666666666668
Sa'dah,2025Q3,17.634408602150536
Sa'dah,2025Q4,19.557894736842105
Sa'dah-Cluster24,2023Q4,22.334841628959275
Sa'dah-Cluster24,2024Q1,26.73469387755102
Sa'dah-Cluster24,2024Q2,20.144144144144143
Sa'dah-Cluster24,2024Q3,22.96875
Sa'dah-Cluster24,2024Q4,18.33980582524272
Sa'dah-Cluster24,2025Q1,17.144329896907216
Sa'dah-Cluster24,2025Q2,16.714285714285715
Sa'dah-Cluster24,2025Q3,16.714285714285715
Sa'dah-Cluster24,2025Q4,17.302083333333332
Sa'fan,2023Q4,39.5
Sa'fan,2024Q1,14.352941176470589
Sa'fan,2024Q2,20.306306306306308
Sa'fan,2024Q3,19.27083333333333
Sa'fan,2024Q4,20.903846153846157
Sa'fan,2025Q1,18.18556701030928
Sa'fan,2025Q2,18.172043010752688
Sa'fan,2025Q3,16.93548387096774
Sa'fan,2025Q4,17.788888888888888
Sabah,2023Q4,20.6
Sabah,2024Q1,24.71153846153846
Sabah,2024Q2,21.26530612244898
Sabah,2024Q3,20.29292929292929
Sabah,2024Q4,20.848484848484848
Sabah,2025Q1,18.628865979381445
Sabah,2025Q2,17.440860215053764
Sabah,2025Q3,16.892473118279568
Sabah,2025Q4,15.402173913043478
Sabir Al Mawadim,2025Q4,15.274725274725276
Sah,2023Q4,4.0
Sah,2024Q1,26.0
Sah,2024Q2,17.56989247311828
Sah,2024Q3,16.474747474747474
Sah,2024Q4,14.295454545454543
Sah,2025Q1,13.9010989010989
Sah,2025Q2,13.094117647058823
Sah,2025Q3,11.81578947368421
Sah,2025Q4,12.967032967032967
Sahar,2023Q4,19.60655737704918
Sahar,2024Q1,21.80808080808081
Sahar,2024Q2,20.232323232323232
Sahar,2024Q3,21.632653061224488
Sahar,2024Q4,18.56
Sahar,2025Q1,18.29
Sahar,2025Q2,16.90625
Sahar,2025Q3,17.897959183673468
Sahar,2025Q4,15.589473684210526
Salah,2024Q2,20.323809523809523
Salah,2024Q3,25.16842105263158
Salah,2024Q4,22.655172413793103
Salah,2025Q1,24.904255319148938
Salah,2025Q2,19.90322580645161
Salah,2025Q3,18.55555555555556
Salah,2025Q4,20.18279569892473
Salh,2023Q4,23.710526315789476
Salh,2024Q1,17.256756756756758
Sama,2023Q4,9.0
Sama,2024Q1,10.666666666666666
Sami',2024Q2,20.859375
Sami',2024Q3,20.82758620689655
Sami',2024Q4,15.408163265306122
Sami',2025Q1,16.114583333333332
Sami',2025Q2,15.802083333333334
Sami',2025Q3,18.2
Sami',2025Q4,17.966666666666665
Sana'a City-Cluster4,2023Q4,22.441048034934497
Sana'a City-Cluster4,2024Q1,23.42436974789916
Sana'a City-Cluster4,2024Q2,20.485714285714284
Sana'a City-Cluster4,2024Q3,21.27083333333333
Sana'a City-Cluster4,2024Q4,20.861386138613863
Sana'a City-Cluster4,2025Q1,21.466019417475728
Sana'a City-Cluster5,2023Q4,24.73076923076923
Sana'a City-Cluster5,2024Q1,19.77027027027027
Sana'a City-Cluster5,2024Q2,19.243589743589745
Sana'a City-Cluster5,2024Q3,22.541666666666668
Sana'a City-Cluster5,2024Q4,20.73469387755102
Sana'a City-Cluster5,2025Q1,21.55208333333333
Sana'a-Cluster25,2023Q4,21.48051948051948
Sana'a-Cluster25,2024Q1,22.4
Sana'a-Cluster25,2024Q2,20.795180722891565
Sana'a-Cluster25,2024Q3,21.216494845360824
Sana'a-Cluster25,2024Q4,21.27722772277228
Sana'a-Cluster25,2025Q1,20.7843137254902
Sana'a-Cluster25,2025Q2,18.979166666666668
Sana'a-Cluster25,2025Q3,18.454545454545453
Sana'a-Cluster26,2023Q4,21.21698113207547
Sana'a-Cluster26,2024Q1,22.38888888888889
Sana'a-Cluster26,2024Q2,21.036585365853657
Sana'a-Cluster26,2024Q3,24.45360824742268
Sana'a-Cluster26,2024Q4,23.70408163265306
Sana'a-Cluster26,2025Q1,21.397959183673468
Sana'a-Cluster26,2025Q2,21.6875
Sana'a-Cluster26,2025Q3,18.150537634408604
Sana'a-Cluster27,2023Q4,22.761904761904763
Sana'a-Cluster27,2024Q1,19.916030534351144
Sana'a-Cluster27,2024Q2,20.17948717948718
Sana'a-Cluster27,2024Q3,21.367346938775512
Sana'a-Cluster27,2024Q4,19.362745098039216
Sana'a-Cluster27,2025Q1,23.887755102040817
Sana'a-Cluster27,2025Q2,19.8659793814433
Sanhan wa Bani Bahlul,2025Q4,20.172043010752688
Saqayn,2023Q4,25.966666666666665
Saqayn,2024Q1,23.545454545454547
Saqin,2024Q2,22.757894736842104
Saqin,2024Q3,23.649484536082475
Saqin,2024Q4,18.73469387755102
Saqin,2025Q1,21.25
Saqin,2025Q2,15.875
Saqin,2025Q3,15.38888888888889
Saqin,2025Q4,24.244444444444444
Sarar,2023Q4,14.882352941176473
Sarar,2024Q1,13.647058823529411
Sarar,2024Q2,17.53125
Sarar,2024Q3,15.0125
Sarar,2024Q4,14.551282051282053
Sarar,2025Q1,14.246575342465754
Sarar,2025Q2,13.816091954022989
Sarar,2025Q3,12.52
Sarar,2025Q4,10.033333333333331
Sayhut,2023Q4,22.9
Sayhut,2024Q1,16.273809523809526
Sayhut,2024Q2,15.658333333333331
Sayhut,2024Q3,15.808
Sayhut,2024Q4,14.758620689655173
Sayhut,2025Q1,13.333333333333334
Sayhut,2025Q2,13.658119658119658
Sayhut,2025Q3,12.794642857142858
Sayhut,2025Q4,11.905263157894735
Sayun,2023Q4,16.981366459627328
Sayun,2024Q1,19.806451612903224
Sayun,2024Q2,16.81
Sayun,2024Q3,17.41860465116279
Sayun,2024Q4,19.34523809523809
Sayun,2025Q1,16.520833333333332
Sayun,2025Q2,13.822916666666666
Sayun,2025Q3,11.48913043478261
Sayun,2025Q4,14.395833333333334
Shabwah-Cluster23,2023Q4,0.0
Shabwah-Cluster23,2024Q1,5.0
Shabwah-Cluster23,2024Q2,19.727272727272727
Shabwah-Cluster23,2024Q3,18.09090909090909
Shabwah-Cluster23,2024Q4,18.24324324324324
Shabwah-Cluster23,2025Q1,19.64444444444445
Shabwah-Cluster23,2025Q2,15.928571428571429
Shabwah-Cluster23,2025Q3,14.989010989010987
Shaharah,2023Q4,27.571428571428573
Shaharah,2024Q1,22.8
Shaharah,2024Q2,19.722772277227723
Shaharah,2024Q3,20.0
Shaharah,2024Q4,19.697916666666668
Shaharah,2025Q1,18.59
Shaharah,2025Q2,15.854166666666666
Shaharah,2025Q3,20.37894736842105
Shaharah,2025Q4,15.96808510638298
Shar'ab Ar Rawnah,2024Q2,21.675925925925927
Shar'ab Ar Rawnah,2024Q3,19.670103092783503
Shar'ab Ar Rawnah,2024Q4,18.53608247422681
Shar'ab Ar Rawnah,2025Q1,19.53921568627451
Shar'ab Ar Rawnah,2025Q2,18.010416666666668
Shar'ab Ar Rawnah,2025Q3,17.670212765957448
Shar'ab Ar Rawnah,2025Q4,17.736263736263737
Shar'ab As Salam,2024Q2,18.314814814814813
Shar'ab As Salam,2024Q3,19.82474226804124
Shar'ab As Salam,2024Q4,19.466019417475728
Shar'ab As Salam,2025Q1,23.03125
Shar'ab As Salam,2025Q2,19.64583333333333
Shar'ab As Salam,2025Q3,19.195652173913043
Shar'ab As Salam,2025Q4,16.791666666666668
Shara'b Ar Rawnah,2023Q4,21.06451612903226
Shara'b Ar Rawnah,2024Q1,17.20689655172414
Shara'b As Salam,2023Q4,20.71153846153846
Shara'b As Salam,2024Q1,19.33333333333333
Sharas,2023Q4,20.0
Sharas,2024Q1,25.451612903225808
Sharas,2024Q2,19.782608695652176
Sharas,2024Q3,23.258064516129032
Sharas,2024Q4,23.354166666666668
Sharas,2025Q1,20.50537634408602
Sharas,2025Q2,19.47311827956989
Sharas,2025Q3,18.53191489361702
Sharas,2025Q4,15.274725274725276
Shibam,2023Q4,19.0
Shibam,2024Q1,18.0
Shibam,2024Q2,16.358695652173914
Shibam,2024Q3,15.65625
Shibam,2024Q4,14.333333333333334
Shibam,2025Q1,16.56382978723404
Shibam,2025Q2,14.797872340425531
Shibam,2025Q3,14.233333333333333
Shibam,2025Q4,13.0
Shibam Kawkaban,2023Q4,16.176470588235293
Shibam Kawkaban,2024Q1,27.103448275862068
Shibam Kawkaban,2024Q2,20.46788990825688
Shibam Kawkaban,2024Q3,20.875
Shibam Kawkaban,2024Q4,21.666666666666668
Shibam Kawkaban,2025Q1,17.393939393939394
Shibam Kawkaban,2025Q2,18.06451612903226
Shibam Kawkaban,2025Q3,19.881720430107528
Shibam Kawkaban,2025Q4,15.43956043956044
Shu'ub,2025Q2,21.05208333333333
Shu'ub,2025Q3,19.18556701030928
Shu'ub,2025Q4,16.318681318681318
Sibah,2023Q4,23.5
Sibah,2024Q2,22.574468085106385
Sibah,2024Q3,16.17948717948718
Sibah,2024Q4,18.102564102564106
Sibah,2025Q1,19.013513513513512
Sibah,2025Q2,12.82857142857143
Sibah,2025Q3,15.84722222222222
Sibah,2025Q4,13.483870967741936
Socotra-Cluster36,2024Q2,15.153846153846152
Socotra-Cluster36,2024Q3,16.783333333333335
Socotra-Cluster36,2024Q4,10.24390243902439
Socotra-Cluster36,2025Q1,16.38888888888889
Socotra-Cluster36,2025Q2,14.260416666666666
Socotra-Cluster36,2025Q3,11.974025974025974
Socotra-Cluster36,2025Q4,5.053191489361702
Suwayr,2023Q4,21.166666666666668
Suwayr,2024Q1,19.285714285714285
Suwayr,2024Q2,23.380281690140844
Suwayr,2024Q3,24.975
Suwayr,2024Q4,20.554054054054053
Suwayr,2025Q1,19.761904761904763
Suwayr,2025Q2,15.170212765957446
Suwayr,2025Q3,17.688172043010752
Suwayr,2025Q4,15.074468085106384
Ta'iz-Cluster10,2024Q1,32.0
Ta'iz-Cluster10,2024Q2,21.177419354838708
Ta'iz-Cluster10,2024Q3,21.37704918032787
Ta'iz-Cluster10,2024Q4,16.66
Ta'iz-Cluster10,2025Q1,19.736263736263737
Ta'iz-Cluster10,2025Q2,16.13978494623656
Ta'iz-Cluster10,2025Q3,16.40625
Ta'iz-Cluster10,2025Q4,12.129411764705882
Ta'iz-Cluster11,2023Q4,16.634920634920636
