Cluster,quarter,rCSI
Az Zaydiah,2025Q3,15.26530612244898
Az Zaydiah,2025Q4,15.376344086021506
Az Zaydiyah,2023Q4,26.6
Az Zaydiyah,2024Q1,27.548387096774192
Az Zuhrah,2023Q4,25.912280701754387
Az Zuhrah,2024Q1,25.121951219512194
Az Zuhrah,2024Q2,25.68041237113402
Az Zuhrah,2024Q3,21.181818181818183
Az Zuhrah,2024Q4,21.87
Az Zuhrah,2025Q1,23.00980392156863
Az Zuhrah,2025Q2,21.229166666666668
Az Zuhrah,2025Q3,21.608247422680414
Az Zuhrah,2025Q4,21.210526315789476
Az'zal,2023Q4,23.25
Az'zal,2024Q1,25.285714285714285
Azaal,2024Q2,20.41176470588235
Azaal,2024Q3,22.927835051546392
Azaal,2024Q4,25.729166666666668
Azaal,2025Q1,23.288659793814432
Azaal,2025Q2,23.36458333333333
Azaal,2025Q3,21.635416666666668
Azaal,2025Q4,18.0
Ba'dan,2023Q4,14.136363636363637
Ba'dan,2024Q1,20.4
Ba'dan,2024Q2,14.470588235294118
Ba'dan,2024Q3,17.770833333333332
Ba'dan,2024Q4,20.06122448979592
Ba'dan,2025Q1,17.475247524752476
Ba'dan,2025Q2,16.0
Ba'dan,2025Q3,15.129032258064516
Ba'dan,2025Q4,11.96808510638298
Bajil,2023Q4,25.12903225806452
Bajil,2024Q1,15.714285714285714
Bajil,2024Q2,19.15686274509804
Bajil,2024Q3,22.377551020408163
Bajil,2024Q4,20.43877551020408
Bajil,2025Q1,15.854166666666666
Bajil,2025Q2,15.755102040816327
Bajil,2025Q3,18.877551020408163
Bajil,2025Q4,19.706521739130437
Bakil Al Mir,2024Q2,27.476190476190474
Bakil Al Mir,2024Q3,21.50980392156863
Bakil Al Mir,2024Q4,20.32075471698113
Bakil Al Mir,2025Q1,20.594594594594597
Bakil Al Mir,2025Q2,18.8125
Bakil Al Mir,2025Q3,18.382978723404257
Bakil Al Mir,2025Q4,19.25
Bani Al Awam,2023Q4,23.666666666666668
Bani Al Awam,2024Q1,21.22222222222222
Bani Al Awam,2024Q2,16.78723404255319
Bani Al Awam,2024Q3,18.82474226804124
Bani Al Awam,2024Q4,17.697916666666668
Bani Al Awam,2025Q1,15.75728155339806
Bani Al Awam,2025Q2,17.802083333333332
Bani Al Awam,2025Q3,16.46875
Bani Al Awam,2025Q4,16.726315789473684
Bani Al Harith,2023Q4,20.58823529411765
Bani Al Harith,2024Q1,22.17977528089888
Bani Al Harith,2024Q2,23.892857142857142
Bani Al Harith,2024Q3,19.34020618556701
Bani Al Harith,2024Q4,23.82474226804124
Bani Al Harith,2025Q1,23.55208333333333
Bani Al Harith,2025Q2,20.23711340206185
Bani Al Harith,2025Q3,22.54
Bani Al Harith,2025Q4,19.147058823529413
Bani Dabyan,2024Q2,20.5
Bani Dabyan,2024Q3,21.1
Bani Dabyan,2024Q4,22.49
Bani Dabyan,2025Q1,20.580645161290324
Bani Dabyan,2025Q2,15.366666666666667
Bani Dabyan,2025Q3,18.24468085106383
Bani Dabyan,2025Q4,18.46875
Bani Dhabyan,2023Q4,16.142857142857142
Bani Dhabyan,2024Q1,21.666666666666668
Bani Hushaysh,2025Q4,16.92222222222222
Bani Matar,2025Q3,17.857142857142858
Bani Matar,2025Q4,15.488888888888887
Bani Qa'is,2023Q4,21.03333333333333
Bani Qa'is,2024Q1,27.11764705882353
Bani Qays,2024Q2,21.063157894736843
Bani Qays,2024Q3,22.5421686746988
Bani Qays,2024Q4,19.47435897435897
Bani Qays,2025Q1,20.846153846153847
Bani Qays,2025Q2,17.708333333333332
Bani Qays,2025Q3,18.4025974025974
Bani Qays,2025Q4,18.73958333333333
Bani Sa'd,2023Q4,23.56896551724138
Bani Sa'd,2024Q1,32.083333333333336
Bani Sa'd,2024Q2,21.883495145631063
Bani Sa'd,2024Q3,22.10204081632653
Bani Sa'd,2024Q4,20.71875
Bani Sa'd,2025Q1,19.73584905660377
Bani Sa'd,2025Q2,19.03125
Bani Sa'd,2025Q3,20.589473684210525
Bani Sa'd,2025Q4,20.153846153846157
Bani Suraim,2023Q4,20.933333333333334
Bani Suraim,2024Q1,19.22222222222222
Bani Surim,2024Q2,17.153061224489797
Bani Surim,2024Q3,17.397849462365592
Bani Surim,2024Q4,18.51546391752577
Bani Surim,2025Q1,13.731182795698924
Bani Surim,2025Q2,13.698924731182796
Bani Surim,2025Q3,16.533333333333335
Bani Surim,2025Q4,14.322222222222225
Baqim,2023Q4,21.181818181818183
Baqim,2024Q1,20.235294117647054
Baqim,2024Q2,20.97826086956522
Baqim,2024Q3,20.595744680851062
Baqim,2024Q4,21.17708333333333
Baqim,2025Q1,15.912087912087912
Baqim,2025Q2,14.666666666666666
Baqim,2025Q3,10.966666666666669
Baqim,2025Q4,26.53191489361702
Barat Al Anan,2024Q2,22.808988764044944
Barat Al Anan,2024Q3,22.40740740740741
Barat Al Anan,2024Q4,17.28421052631579
Barat Al Anan,2025Q1,16.406593406593405
Barat Al Anan,2025Q2,15.8125
Barat Al Anan,2025Q3,15.924731182795698
Barat Al Anan,2025Q4,16.72826086956522
Bart Al Anan,2023Q4,19.63478260869565
Bart Al Anan,2024Q1,22.67961165048544
Bayhan,2023Q4,23.5625
Bayhan,2024Q1,19.38095238095238
Bayhan,2024Q2,16.699029126213592
Bayhan,2024Q3,21.27722772277228
Bayhan,2024Q4,17.3
Bayhan,2025Q1,17.193548387096776
Bayhan,2025Q2,14.666666666666666
Bayhan,2025Q3,11.505154639175258
Bayhan,2025Q4,14.638297872340424
Bayt Al Faqiah,2023Q4,18.83333333333333
Bayt Al Faqiah,2024Q1,16.266666666666666
Bayt Al Faqih,2024Q2,18.742268041237114
Bayt Al Faqih,2024Q3,19.92708333333333
Bayt Al Faqih,2024Q4,17.197916666666668
Bayt Al Faqih,2025Q1,16.755102040816325
Bayt Al Faqih,2025Q2,12.858695652173912
Bayt Al Faqih,2025Q3,16.402173913043477
Bayt Al Faqih,2025Q4,11.873239436619718
Bidbadah,2023Q4,25.44761904761905
Bidbadah,2024Q1,25.80851063829787
Bidbadah,2024Q2,21.306306306306308
Bidbadah,2024Q3,20.14444444444445
Bidbadah,2024Q4,24.64130434782609
Bidbadah,2025Q1,20.315217391304348
Bidbadah,2025Q2,18.26881720430108
Bidbadah,2025Q3,13.56989247311828
Bidbadah,2025Q4,13.717391304347826
Bilad Ar Rus,2025Q4,14.407407407407408
Bilad At Ta'am,2023Q4,18.25
Bilad At Ta'am,2024Q1,16.22222222222222
Bilad Atta'am,2024Q2,23.03603603603604
Bilad Atta'am,2024Q3,17.459183673469386
Bilad Atta'am,2024Q4,16.771084337349397
Bilad Atta'am,2025Q1,17.655172413793103
Bilad Atta'am,2025Q2,17.71875
Bilad Atta'am,2025Q3,17.07894736842105
Bilad Atta'am,2025Q4,15.166666666666666
Brom Mayfa,2023Q4,24.0
Brom Mayfa,2024Q1,0.0
Brum Mayf'ah,2024Q2,16.986666666666668
Brum Mayf'ah,2024Q3,14.931818181818182
Brum Mayf'ah,2024Q4,15.021978021978022
Brum Mayf'ah,2025Q1,15.011111111111113
Brum Mayf'ah,2025Q2,8.554347826086957
Brum Mayf'ah,2025Q3,14.064516129032258
Brum Mayf'ah,2025Q4,13.285714285714286
Bura,2023Q4,24.55555555555556
Bura,2024Q1,18.16
Bura',2024Q2,19.64210526315789
Bura',2024Q3,16.97872340425532
Bura',2024Q4,19.337209302325583
Bura',2025Q1,19.873563218390803
Bura',2025Q2,19.84375
Bura',2025Q3,15.488888888888887
Bura',2025Q4,15.118279569892474
Dahr,2025Q4,14.307692307692308
Damt,2023Q4,19.995744680851065
Damt,2024Q1,20.50202429149797
Damt,2024Q2,20.520408163265305
Damt,2024Q3,17.938144329896907
Damt,2024Q4,21.918367346938776
Damt,2025Q1,20.91919191919192
Damt,2025Q2,18.854166666666668
Damt,2025Q3,20.484536082474225
Damt,2025Q4,16.774193548387096
Dar Sa'd,2024Q2,18.64457831325301
Dar Sa'd,2024Q3,22.28436018957346
Dar Sa'd,2024Q4,21.580459770114945
Dar Sa'd,2025Q1,19.05555555555556
Dar Sa'd,2025Q2,18.404040404040405
Dar Sa'd,2025Q3,17.96551724137931
Dar Sa'd,2025Q4,18.07751937984496
Dar Sad,2023Q4,16.694117647058825
Dar Sad,2024Q1,17.84313725490196
Daw'an,2023Q4,33.333333333333336
Daw'an,2024Q1,24.5
Daw'an,2024Q2,12.666666666666666
Daw'an,2024Q3,13.62295081967213
Daw'an,2024Q4,16.956043956043956
Daw'an,2025Q1,14.655913978494624
Daw'an,2025Q2,10.684782608695652
Daw'an,2025Q3,11.466666666666669
Daw'an,2025Q4,11.191489361702128
Dawran Aness,2023Q4,22.916666666666668
Dawran Aness,2024Q1,22.34375
Dawran Anis,2024Q2,19.112244897959183
Dawran Anis,2024Q3,20.642857142857142
Dawran Anis,2024Q4,18.05050505050505
Dawran Anis,2025Q1,18.282828282828284
Dawran Anis,2025Q2,15.364583333333334
Dawran Anis,2025Q3,19.5979381443299
Dawran Anis,2025Q4,16.71276595744681
Dhamar City,2023Q4,23.258064516129032
Dhamar City,2024Q1,23.610687022900763
Dhamar City,2024Q2,22.952095808383238
Dhamar City,2024Q3,21.65979381443299
Dhamar City,2024Q4,21.3
Dhamar City,2025Q1,23.93
Dhamar City,2025Q2,21.916666666666668
Dhamar City,2025Q3,20.87
Dhamar City,2025Q4,16.895833333333332
Dhamar-Cluster22,2023Q4,18.61904761904762
Dhamar-Cluster22,2024Q1,23.52083333333333
Dhamar-Cluster22,2024Q2,19.04040404040404
Dhamar-Cluster22,2024Q3,21.989690721649485
Dhamar-Cluster22,2024Q4,21.87628865979381
Dhamar-Cluster22,2025Q1,20.816326530612244
Dhamar-Cluster22,2025Q2,20.55208333333333
Dhi As Sufal,2023Q4,22.28125
Dhi As Sufal,2024Q1,26.27777777777778
Dhi As Sufal,2024Q2,22.05952380952381
Dhi As Sufal,2024Q3,22.836734693877556
Dhi As Sufal,2024Q4,19.216494845360824
Dhi As Sufal,2025Q1,21.15463917525773
Dhi As Sufal,2025Q2,12.78125
Dhi As Sufal,2025Q3,19.12121212121212
Dhi As Sufal,2025Q4,14.580645161290322
Dhi Bin,2023Q4,27.727272727272727
Dhi Bin,2024Q1,29.33333333333333
Dhi Na'im,2023Q4,16.1
Dhi Na'im,2024Q1,23.75
Dhi Na'im,2024Q2,19.153153153153152
Dhi Na'im,2024Q3,20.510416666666668
Dhi Na'im,2024Q4,19.375
Dhi Na'im,2025Q1,21.535353535353536
Dhi Na'im,2025Q2,16.260416666666668
Dhi Na'im,2025Q3,16.82608695652174
Dhi Na'im,2025Q4,17.456521739130434
Dhibain,2024Q2,19.670103092783503
Dhibain,2024Q3,18.947916666666668
Dhibain,2024Q4,19.354166666666668
Dhibain,2025Q1,16.40625
Dhibain,2025Q2,18.42708333333333
Dhibain,2025Q3,19.557894736842105
Dhibain,2025Q4,18.79787234042553
Dhubah,2025Q4,14.054945054945057
Dhulaymat Habur,2024Q2,19.75757575757576
Dhulaymat Habur,2024Q3,19.66990291262136
Dhulaymat Habur,2024Q4,18.118279569892472
Dhulaymat Habur,2025Q1,18.10989010989011
Dhulaymat Habur,2025Q2,16.90625
Dhulaymat Habur,2025Q3,16.46875
Dhulaymat Habur,2025Q4,16.322222222222223
Dimnat Khadir,2023Q4,15.857142857142858
Dimnat Khadir,2024Q1,23.84375
Dimnat Khadir,2024Q2,19.861386138613863
Dimnat Khadir,2024Q3,23.272727272727277
Dimnat Khadir,2024Q4,21.103092783505154
Dimnat Khadir,2025Q1,17.77227722772277
Dimnat Khadir,2025Q2,16.84375
Dimnat Khadir,2025Q3,19.65934065934066
Dimnat Khadir,2025Q4,17.902173913043477
Eyal Surayh,2024Q2,18.127659574468087
Eyal Surayh,2024Q3,22.144329896907216
Eyal Surayh,2024Q4,20.436893203883496
Eyal Surayh,2025Q1,20.884615384615383
Eyal Surayh,2025Q2,17.479166666666668
Eyal Surayh,2025Q3,16.451612903225808
Eyal Surayh,2025Q4,14.954545454545457
Far Al Udayn,2023Q4,24.0
Far Al Udayn,2024Q1,45.0
Far' Al Odayn,2024Q2,20.817391304347822
Far' Al Odayn,2024Q3,19.354166666666668
Far' Al Odayn,2024Q4,18.104166666666668
Far' Al Odayn,2025Q1,19.178217821782177
Far' Al Odayn,2025Q2,14.979166666666666
Far' Al Odayn,2025Q3,14.479166666666666
Far' Al Odayn,2025Q4,15.766666666666667
Ghamr,2023Q4,25.810344827586206
Ghamr,2024Q1,23.347826086956523
Ghamr,2024Q2,24.97826086956522
Ghamr,2024Q3,22.827956989247312
Ghamr,2024Q4,19.19191919191919
Ghamr,2025Q1,17.733333333333334
Ghamr,2025Q2,21.979166666666668
Ghamr,2025Q3,16.37
Ghamr,2025Q4,16.022222222222222
Ghayl Ba Wazir,2023Q4,18.0
Ghayl Ba Wazir,2024Q1,21.710526315789476
Ghayl Bawazir,2024Q2,19.150943396226417
Ghayl Bawazir,2024Q3,18.705263157894738
Ghayl Bawazir,2024Q4,17.615384615384617
Ghayl Bawazir,2025Q1,15.147368421052631
Ghayl Bawazir,2025Q2,16.329896907216494
Ghayl Bawazir,2025Q3,16.397435897435898
Ghayl Bawazir,2025Q4,12.71111111111111
Ghayl Bin Yamin,2023Q4,13.333333333333334
Ghayl Bin Yamin,2024Q1,13.333333333333334
Ghayl bin Yamin,2024Q2,14.458823529411765
Ghayl bin Yamin,2024Q3,16.75
Ghayl bin Yamin,2024Q4,16.877777777777776
Ghayl bin Yamin,2025Q1,14.956043956043956
Ghayl bin Yamin,2025Q2,13.377777777777778
Ghayl bin Yamin,2025Q3,12.844444444444443
Ghayl bin Yamin,2025Q4,11.2
Habban,2023Q4,20.13793103448276
Habban,2024Q1,16.423076923076923
Habban,2024Q2,19.34020618556701
Habban,2024Q3,16.119565217391305
Habban,2024Q4,17.755555555555556
Habban,2025Q1,17.72222222222222
Habban,2025Q2,16.5
Habban,2025Q3,13.063291139240508
Habban,2025Q4,16.122222222222224
Habil Jabr,2023Q4,17.0
Habil Jabr,2024Q1,25.666666666666668
Habil Jabr,2024Q2,21.15841584158416
Habil Jabr,2024Q3,18.12903225806452
Habil Jabr,2024Q4,19.35211267605634
Habil Jabr,2025Q1,19.02127659574468
Habil Jabr,2025Q2,16.1875
Habil Jabr,2025Q3,19.0875
Habil Jabr,2025Q4,15.7
Habur Zulaymah,2023Q4,20.4
Habur Zulaymah,2024Q1,21.875
Hadramawt-Cluster18,2023Q4,8.0
Hadramawt-Cluster18,2024Q1,2.5
Hadramawt-Cluster18,2024Q2,16.697674418604652
Hadramawt-Cluster18,2024Q3,18.76388888888889
Hadramawt-Cluster18,2024Q4,17.40963855421687
Hadramawt-Cluster18,2025Q1,16.987654320987655
Hadramawt-Cluster18,2025Q2,14.03125
Hadramawt-Cluster18,2025Q3,13.8875
Hadramawt-Cluster18,2025Q4,13.505376344086022
Hadramawt-Cluster19,2023Q4,10.26086956521739
Hadramawt-Cluster19,2024Q1,16.4375
Hadramawt-Cluster19,2024Q2,16.77319587628866
Hadramawt-Cluster19,2024Q3,13.911764705882351
Hadramawt-Cluster19,2024Q4,14.376344086021506
Hadramawt-Cluster19,2025Q1,12.18
Hadramawt-Cluster19,2025Q2,15.13978494623656
Hadramawt-Cluster19,2025Q3,12.40625
Hadramawt-Cluster19,2025Q4,9.927083333333334
Hadramawt-Cluster20,2023Q4,15.51851851851852
Hadramawt-Cluster20,2024Q1,20.83870967741936
Hadramawt-Cluster20,2024Q2,18.73958333333333
Hadramawt-Cluster20,2024Q3,14.68421052631579
Hadramawt-Cluster20,2024Q4,18.153846153846157
Hadramawt-Cluster20,2025Q1,16.83495145631068
Hadramawt-Cluster20,2025Q2,14.791666666666666
Hadramawt-Cluster20,2025Q3,17.741935483870968
Hadramawt-Cluster21,2023Q4,19.5
Hadramawt-Cluster21,2024Q1,18.2
Hadramawt-Cluster21,2024Q2,14.54255319148936
Hadramawt-Cluster21,2024Q3,14.0
Hadramawt-Cluster21,2024Q4,14.661971830985916
Hadramawt-Cluster21,2025Q1,14.182795698924732
Hadramawt-Cluster21,2025Q2,9.214285714285714
Hadramawt-Cluster21,2025Q3,13.076923076923077
Hajar,2024Q2,16.263157894736842
Hajar,2024Q3,17.90566037735849
Hajar,2024Q4,19.43103448275862
Hajar,2025Q1,13.233333333333333
Hajar,2025Q2,16.355555555555554
Hajar,2025Q3,13.69620253164557
Hajar,2025Q4,11.66304347826087
Hajjah,2023Q4,21.88135593220339
Hajjah,2024Q1,26.0625
Hajjah,2024Q2,25.9438202247191
Hajjah,2024Q3,23.103092783505154
Hajjah,2024Q4,23.112244897959183
Hajjah,2025Q1,18.95876288659794
Hajjah,2025Q2,19.48958333333333
Hajjah,2025Q3,20.397959183673468
Hajjah,2025Q4,21.357894736842105
Hajjah City,2023Q4,21.261904761904763
Hajjah City,2024Q1,21.714285714285715
Hajjah City,2024Q2,23.542857142857144
Hajjah City,2024Q3,23.5625
Hajjah City,2024Q4,21.99009900990099
Hajjah City,2025Q1,18.428571428571427
Hajjah City,2025Q2,19.447916666666668
Hajjah City,2025Q3,17.632653061224488
Hajjah City,2025Q4,18.58888888888889
Hajjah-Cluster15,2023Q4,23.0
Hajjah-Cluster15,2024Q1,26.0
Hajjah-Cluster15,2024Q2,20.526315789473685
Hajjah-Cluster15,2024Q3,21.318181818181817
Hajjah-Cluster15,2024Q4,21.826666666666668
Hajjah-Cluster15,2025Q1,20.115942028985508
Hajjah-Cluster15,2025Q2,17.814814814814813
Hajjah-Cluster15,2025Q3,14.696969696969695
Hajjah-Cluster15,2025Q4,17.07936507936508
Hajr,2023Q4,15.5
Hajr,2024Q1,19.5
Halimayn,2023Q4,20.0
Halimayn,2024Q1,17.244444444444444
Halmin,2024Q2,21.32631578947369
Halmin,2024Q3,20.547619047619047
Halmin,2024Q4,20.07246376811594
Halmin,2025Q1,17.613636363636363
Halmin,2025Q2,16.655913978494624
Halmin,2025Q3,13.733333333333333
Halmin,2025Q4,17.904255319148938
Hamdan,2025Q4,18.866666666666667
Harf Sufyan,2023Q4,23.085714285714285
Harf Sufyan,2024Q1,21.166666666666668
Harf Sufyan,2024Q2,20.87628865979381
Harf Sufyan,2024Q3,21.291666666666668
Harf Sufyan,2024Q4,19.9375
Harf Sufyan,2025Q1,19.90721649484536
Harf Sufyan,2025Q2,18.90625
Harf Sufyan,2025Q3,18.64210526315789
Harf Sufyan,2025Q4,16.64835164835165
Harib,2023Q4,16.473684210526315
Harib,2024Q1,20.181818181818183
Harib,2024Q2,14.829787234042554
Harib,2024Q3,18.21935483870968
Harib,2024Q4,16.51764705882353
Harib,2025Q1,14.717391304347826
Harib,2025Q2,14.913461538461538
Harib,2025Q3,11.77777777777778
Harib,2025Q4,13.3
Haridah,2024Q2,16.158730158730158
Haridah,2024Q3,13.089285714285714
Haridah,2024Q4,12.913793103448276
Haridah,2025Q1,13.092105263157896
Haridah,2025Q2,10.946236559139784
Haridah,2025Q3,9.944444444444445
Haridah,2025Q4,12.663157894736845
Hatib,2023Q4,18.5
Hatib,2024Q1,12.125
Hatib,2024Q2,16.705882352941178
Hatib,2024Q3,18.725
Hatib,2024Q4,18.686567164179102
Hatib,2025Q1,20.75
Hatib,2025Q2,15.112359550561798
Hatib,2025Q3,15.41095890410959
Hatib,2025Q4,13.655555555555557
Haydan,2023Q4,21.52173913043478
Haydan,2024Q1,26.166666666666668
Haydan,2024Q2,23.855670103092784
Haydan,2024Q3,23.846938775510203
Haydan,2024Q4,21.980198019801986
Haydan,2025Q1,12.23157894736842
Haydan,2025Q2,15.875
Haydan,2025Q3,19.767676767676768
Haydan,2025Q4,19.26595744680851
Hayfan,2023Q4,27.35
Hayfan,2024Q1,16.333333333333332
Hayfan,2024Q2,20.210526315789476
Hayfan,2024Q3,19.043478260869566
Hayfan,2024Q4,17.785714285714285
Hayfan,2025Q1,18.594059405940595
Hayfan,2025Q2,15.364583333333334
Hayfan,2025Q3,14.225806451612904
Hayfan,2025Q4,15.666666666666666
Hays,2025Q2,12.791666666666666
Hays,2025Q3,14.552083333333334
Hays,2025Q4,14.255555555555556
Hazm Al Odayn,2024Q2,18.26363636363636
Hazm Al Odayn,2024Q3,19.09183673469388
Hazm Al Odayn,2024Q4,23.47
Hazm Al Odayn,2025Q1,18.90625
Hazm Al Odayn,2025Q2,18.61458333333333
Hazm Al Odayn,2025Q3,18.163265306122447
Hazm Al Odayn,2025Q4,15.064516129032258
Hazm Al Udayn,2023Q4,20.28
Hazm Al Udayn,2024Q1,20.11111111111111
Hobeish,2024Q2,18.376146788990827
Hobeish,2024Q3,19.4375
Hobeish,2024Q4,22.02083333333333
Hobeish,2025Q1,20.979166666666668
Hobeish,2025Q2,16.739583333333332
Hobeish,2025Q3,13.09375
Hobeish,2025Q4,14.97938144329897
Hubaysh,2023Q4,27.0
Hubaysh,2024Q1,27.285714285714285
Hufash,2023Q4,21.83333333333333
Hufash,2024Q1,21.44736842105263
Hufash,2024Q2,21.42201834862385
Hufash,2024Q3,21.628865979381445
Hufash,2024Q4,23.010309278350515
Hufash,2025Q1,18.122222222222224
Hufash,2025Q2,20.92708333333333
Hufash,2025Q3,20.180851063829788
Hufash,2025Q4,18.065934065934066
Huraidhah,2023Q4,8.0
Huth,2023Q4,17.75
Huth,2024Q1,24.428571428571427
Huth,2024Q2,22.71276595744681
Huth,2024Q3,20.28125
Huth,2024Q4,21.07368421052632
Huth,2025Q1,20.086021505376344
Huth,2025Q2,14.56989247311828
Huth,2025Q3,17.677777777777777
Huth,2025Q4,15.044444444444444
Ibb,2025Q3,16.52127659574468
Ibb,2025Q4,15.822916666666666
Ibb-Cluster1,2023Q4,28.404255319148938
Ibb-Cluster1,2024Q1,19.76
Ibb-Cluster1,2024Q2,19.666666666666668
Ibb-Cluster1,2024Q3,17.556701030927837
Ibb-Cluster1,2024Q4,17.897959183673468
Ibb-Cluster1,2025Q1,17.89108910891089
Ibb-Cluster1,2025Q2,13.854166666666666
Ibb-Cluster2,2023Q4,20.45977011494253
Ibb-Cluster2,2024Q1,20.16867469879518
Ibb-Cluster2,2024Q2,17.347826086956523
Ibb-Cluster2,2024Q3,18.65979381443299
Ibb-Cluster2,2024Q4,19.95
Ibb-Cluster2,2025Q1,17.614583333333332
Ibb-Cluster2,2025Q2,15.53125
Ibb-Cluster2,2025Q3,18.7979797979798
Iyal Surayh,2023Q4,14.666666666666666
Iyal Surayh,2024Q1,34.0
Jabal Ash sharq,2023Q4,15.885245901639344
Jabal Ash sharq,2024Q1,23.558823529411764
Jabal Ash sharq,2024Q2,21.568421052631574
Jabal Ash sharq,2024Q3,21.34020618556701
Jabal Ash sharq,2024Q4,19.31
Jabal Ash sharq,2025Q1,18.877551020408163
Jabal Ash sharq,2025Q2,20.90625
Jabal Ash sharq,2025Q3,19.9468085106383
Jabal Ash sharq,2025Q4,19.967032967032967
Jabal Eyal Yazid,2024Q2,21.311827956989248
Jabal Eyal Yazid,2024Q3,21.072916666666668
Jabal Eyal Yazid,2024Q4,22.216494845360824
Jabal Eyal Yazid,2025Q1,17.70408163265306
Jabal Eyal Yazid,2025Q2,17.53125
Jabal Eyal Yazid,2025Q3,18.655913978494624
Jabal Eyal Yazid,2025Q4,19.397849462365592
Jabal Habashi,2025Q3,15.822222222222225
Jabal Habashi,2025Q4,11.944444444444445
Jabal Iyal Yazid,2023Q4,23.37037037037037
Jabal Iyal Yazid,2024Q1,22.153846153846157
Jabal Murad,2023Q4,14.906976744186046
Jabal Murad,2024Q1,23.08333333333333
Jabal Murad,2024Q2,17.066666666666666
Jabal Murad,2024Q3,16.36986301369863
Jabal Murad,2024Q4,15.821052631578947
Jabal Murad,2025Q1,13.447761194029852
Jabal Murad,2025Q2,12.38888888888889
Jabal Murad,2025Q3,10.630434782608695
Jabal Murad,2025Q4,12.377777777777778
Jabal Ras,2025Q2,17.854166666666668
Jabal Ras,2025Q3,16.61111111111111
Jabal Ras,2025Q4,16.224719101123597
Jahaf,2023Q4,18.289473684210527
Jahaf,2024Q1,25.52380952380953
Jahaf,2024Q2,19.43434343434344
Jahaf,2024Q3,16.448979591836736
Jahaf,2024Q4,19.0873786407767
Jahaf,2025Q1,14.97752808988764
Jahaf,2025Q2,14.049504950495049
Jahaf,2025Q3,13.75257731958763
Jahaf,2025Q4,16.355555555555554
Jahran,2023Q4,20.88888888888889
Jahran,2024Q1,23.76315789473684
Jahran,2024Q2,20.875
Jahran,2024Q3,24.77083333333333
Jahran,2024Q4,23.6734693877551
Jahran,2025Q1,22.635416666666668
Jahran,2025Q2,19.65625
Jahran,2025Q3,20.76923076923077
Jahran,2025Q4,19.47311827956989
Jardan,2023Q4,10.333333333333334
Jardan,2024Q1,8.666666666666666
Jardan,2024Q2,22.06451612903226
Jardan,2024Q3,17.08108108108108
Jardan,2024Q4,16.96825396825397
Jardan,2025Q1,18.240506329113924
Jardan,2025Q2,14.870967741935484
Jardan,2025Q3,15.098591549295774
Jardan,2025Q4,15.648351648351648
Jayshan,2023Q4,24.0
Jayshan,2024Q1,14.4
Jayshan,2024Q2,18.567307692307693
Jayshan,2024Q3,19.102941176470587
Jayshan,2024Q4,17.528735632183906
Jayshan,2025Q1,18.07608695652174
Jayshan,2025Q2,15.0989010989011
Jayshan,2025Q3,15.917808219178085
Jayshan,2025Q4,14.633333333333333
Jiblah,2025Q3,14.395833333333334
Jiblah,2025Q4,14.022222222222222
Jihanah,2023Q4,20.55
Jihanah,2024Q1,20.55
Jihanah,2024Q2,19.066037735849054
Jihanah,2024Q3,19.551020408163264
Jihanah,2024Q4,17.7979797979798
Jihanah,2025Q1,18.6734693877551
Jihanah,2025Q2,14.822916666666666
Jihanah,2025Q3,15.619565217391305
Jihanah,2025Q4,13.5
Juban,2023Q4,18.07792207792208
Juban,2024Q1,19.954545454545453
Juban,2024Q2,18.123809523809523
Juban,2024Q3,18.72448979591837
Juban,2024Q4,20.858585858585855
Juban,2025Q1,24.40776699029126
Juban,2025Q2,18.479166666666668
Juban,2025Q3,18.91489361702128
Juban,2025Q4,18.404255319148938
Khab wa Ash Sha'f,2024Q2,16.941176470588236
Khab wa Ash Sha'f,2024Q3,26.07692307692308
Khab wa Ash Sha'f,2024Q4,25.14130434782609
Khab wa Ash Sha'f,2025Q1,21.75824175824176
Khab wa Ash Sha'f,2025Q2,15.72222222222222
Khab wa Ash Sha'f,2025Q3,17.806451612903224
Khab wa Ash Sha'f,2025Q4,16.41111111111111
Khabb wa ash Sha'af,2023Q4,54.0
Khabb wa ash Sha'af,2024Q1,24.8
Khamir,2023Q4,27.625
Khamir,2024Q1,25.227272727272727
Khamir,2024Q2,21.303571428571427
Khamir,2024Q3,19.86458333333333
Khamir,2024Q4,24.86868686868687
Khamir,2025Q1,19.63809523809524
Khamir,2025Q2,17.854166666666668
Khamir,2025Q3,20.580645161290324
Khamir,2025Q4,21.565217391304348
Khanfar,2024Q2,17.664473684210527
Khanfar,2024Q3,19.32258064516129
Khanfar,2024Q4,19.740384615384617
Khanfar,2025Q1,19.082474226804123
Khanfar,2025Q2,16.4375
Khanfar,2025Q3,18.56
Khanfar,2025Q4,16.801980198019802
Khanfir,2023Q4,18.31578947368421
Khanfir,2024Q1,19.19298245614035
Kharab Al Marashi,2023Q4,23.04310344827586
Kharab Al Marashi,2024Q1,25.13953488372093
Kharab Al Marashi,2024Q2,26.67676767676768
Kharab Al Marashi,2024Q3,23.2
Kharab Al Marashi,2024Q4,20.621052631578948
Kharab Al Marashi,2025Q1,19.785714285714285
Kharab Al Marashi,2025Q2,17.395833333333332
Kharab Al Marashi,2025Q3,21.55208333333333
Kharab Al Marashi,2025Q4,18.377777777777776
Kharif,2023Q4,23.933333333333334
Kharif,2024Q1,15.785714285714286
